Match_col,Tms,Tce
RBBH-5656,Tms_TRINITY_DN50862_c0_g1_i1,Tce_TRINITY_DN106932_c0_g3_i1
RBBH-5657,Tms_TRINITY_DN991_c0_g1_i1,Tce_TRINITY_DN100747_c1_g1_i1
RBBH-5658,Tms_TRINITY_DN48859_c0_g1_i1,Tce_TRINITY_DN30713_c0_g1_i1
RBBH-5659,Tms_TRINITY_DN29702_c0_g1_i1,Tce_TRINITY_DN80752_c0_g2_i1
RBBH-566,Tms_TRINITY_DN25686_c0_g1_i1,Tce_TRINITY_DN100766_c0_g1_i1
RBBH-5661,Tms_TRINITY_DN32068_c0_g1_i1,Tce_TRINITY_DN95217_c0_g1_i2
RBBH-5663,Tms_TRINITY_DN23164_c0_g1_i3,Tce_TRINITY_DN96431_c0_g1_i3
RBBH-5664,Tms_TRINITY_DN27905_c2_g1_i1,Tce_TRINITY_DN101079_c2_g1_i1
RBBH-5665,Tms_TRINITY_DN31223_c7_g8_i1,Tce_TRINITY_DN105071_c6_g2_i1
RBBH-5666,Tms_TRINITY_DN24856_c0_g2_i2,Tce_TRINITY_DN93347_c0_g1_i1
RBBH-5667,Tms_TRINITY_DN4561_c0_g1_i1,Tce_TRINITY_DN50820_c0_g3_i1
RBBH-5668,Tms_TRINITY_DN2191_c0_g2_i1,Tce_TRINITY_DN81324_c0_g1_i1
RBBH-5669,Tms_TRINITY_DN31302_c3_g2_i1,Tce_TRINITY_DN2167_c0_g1_i1
RBBH-567,Tms_TRINITY_DN12333_c0_g1_i1,Tce_TRINITY_DN99665_c0_g1_i1
RBBH-5670,Tms_TRINITY_DN41304_c0_g1_i1,Tce_TRINITY_DN100666_c0_g1_i1
RBBH-5671,Tms_TRINITY_DN29789_c0_g2_i1,Tce_TRINITY_DN99881_c0_g3_i1
RBBH-5673,Tms_TRINITY_DN13958_c0_g1_i2,Tce_TRINITY_DN96659_c0_g1_i1
RBBH-5674,Tms_TRINITY_DN73162_c0_g2_i1,Tce_TRINITY_DN101798_c1_g1_i1
RBBH-5676,Tms_TRINITY_DN25332_c0_g1_i1,Tce_TRINITY_DN107471_c0_g2_i1
RBBH-5677,Tms_TRINITY_DN16601_c0_g1_i1,Tce_TRINITY_DN107169_c2_g3_i1
RBBH-5678,Tms_TRINITY_DN51465_c0_g1_i1,Tce_TRINITY_DN61746_c1_g1_i1
RBBH-5679,Tms_TRINITY_DN28693_c0_g2_i1,Tce_TRINITY_DN101658_c18_g2_i1
RBBH-568,Tms_TRINITY_DN69283_c0_g1_i1,Tce_TRINITY_DN82565_c0_g1_i1
RBBH-5680,Tms_TRINITY_DN30751_c7_g2_i1,Tce_TRINITY_DN104895_c1_g1_i1
RBBH-5682,Tms_TRINITY_DN31285_c2_g1_i1,Tce_TRINITY_DN99709_c6_g1_i1
RBBH-5683,Tms_TRINITY_DN22576_c0_g1_i1,Tce_TRINITY_DN96857_c0_g1_i1
RBBH-5684,Tms_TRINITY_DN40902_c0_g1_i1,Tce_TRINITY_DN104171_c5_g1_i1
RBBH-5685,Tms_TRINITY_DN42166_c1_g1_i1,Tce_TRINITY_DN101098_c1_g1_i1
RBBH-5687,Tms_TRINITY_DN24973_c0_g1_i1,Tce_TRINITY_DN107459_c0_g9_i1
RBBH-5688,Tms_TRINITY_DN31162_c13_g17_i3,Tce_TRINITY_DN99928_c0_g1_i2
RBBH-5689,Tms_TRINITY_DN30441_c0_g1_i1,Tce_TRINITY_DN101261_c0_g1_i1
RBBH-569,Tms_TRINITY_DN1748_c0_g1_i1,Tce_TRINITY_DN106690_c4_g3_i1
RBBH-5690,Tms_TRINITY_DN29408_c0_g1_i1,Tce_TRINITY_DN97958_c0_g1_i1
RBBH-5691,Tms_TRINITY_DN58343_c0_g1_i1,Tce_TRINITY_DN62271_c0_g1_i1
RBBH-5692,Tms_TRINITY_DN22007_c0_g1_i2,Tce_TRINITY_DN92926_c0_g2_i3
RBBH-5693,Tms_TRINITY_DN16454_c0_g1_i1,Tce_TRINITY_DN97620_c0_g1_i1
RBBH-5695,Tms_TRINITY_DN28816_c0_g3_i1,Tce_TRINITY_DN95679_c0_g2_i1
RBBH-5696,Tms_TRINITY_DN15718_c0_g1_i1,Tce_TRINITY_DN95999_c13_g1_i1
RBBH-5697,Tms_TRINITY_DN29890_c0_g1_i1,Tce_TRINITY_DN100528_c0_g1_i2
RBBH-5698,Tms_TRINITY_DN31816_c6_g28_i1,Tce_TRINITY_DN98245_c0_g1_i3
RBBH-5699,Tms_TRINITY_DN31809_c5_g2_i7,Tce_TRINITY_DN107758_c3_g1_i2
RBBH-57,Tms_TRINITY_DN20716_c0_g1_i2,Tce_TRINITY_DN104037_c0_g1_i3
RBBH-570,Tms_TRINITY_DN16916_c0_g1_i1,Tce_TRINITY_DN99806_c0_g1_i2
RBBH-5700,Tms_TRINITY_DN24543_c0_g1_i1,Tce_TRINITY_DN106629_c0_g1_i1
RBBH-5701,Tms_TRINITY_DN27009_c0_g1_i6,Tce_TRINITY_DN96391_c0_g1_i2
RBBH-5702,Tms_TRINITY_DN5864_c0_g2_i1,Tce_TRINITY_DN100821_c0_g1_i3
RBBH-5704,Tms_TRINITY_DN27810_c0_g2_i1,Tce_TRINITY_DN105122_c2_g2_i2
RBBH-5705,Tms_TRINITY_DN31205_c0_g7_i4,Tce_TRINITY_DN89762_c0_g1_i1
RBBH-5706,Tms_TRINITY_DN29035_c0_g1_i1,Tce_TRINITY_DN103841_c0_g1_i2
RBBH-5707,Tms_TRINITY_DN7131_c0_g2_i1,Tce_TRINITY_DN118604_c0_g1_i1
RBBH-5708,Tms_TRINITY_DN2626_c0_g1_i1,Tce_TRINITY_DN107390_c0_g1_i1
RBBH-5709,Tms_TRINITY_DN29572_c0_g2_i1,Tce_TRINITY_DN103203_c5_g1_i2
RBBH-571,Tms_TRINITY_DN55588_c0_g1_i1,Tce_TRINITY_DN107828_c0_g1_i1
RBBH-5711,Tms_TRINITY_DN24564_c0_g1_i2,Tce_TRINITY_DN94209_c1_g1_i1
RBBH-5713,Tms_TRINITY_DN25992_c0_g1_i1,Tce_TRINITY_DN104174_c0_g1_i1
RBBH-5715,Tms_TRINITY_DN6820_c0_g1_i1,Tce_TRINITY_DN106999_c0_g1_i2
RBBH-5716,Tms_TRINITY_DN49840_c0_g1_i1,Tce_TRINITY_DN85085_c0_g1_i2
RBBH-5717,Tms_TRINITY_DN65504_c0_g1_i1,Tce_TRINITY_DN96157_c0_g1_i1
RBBH-5719,Tms_TRINITY_DN31285_c12_g1_i1,Tce_TRINITY_DN101122_c2_g1_i1
RBBH-5720,Tms_TRINITY_DN12721_c0_g2_i1,Tce_TRINITY_DN105739_c2_g1_i1
RBBH-5721,Tms_TRINITY_DN60266_c0_g1_i1,Tce_TRINITY_DN78968_c0_g1_i1
RBBH-5722,Tms_TRINITY_DN49418_c0_g1_i1,Tce_TRINITY_DN106050_c0_g1_i2
RBBH-5723,Tms_TRINITY_DN3251_c1_g1_i1,Tce_TRINITY_DN91259_c1_g1_i1
RBBH-5724,Tms_TRINITY_DN6754_c0_g1_i1,Tce_TRINITY_DN107513_c17_g1_i1
RBBH-5725,Tms_TRINITY_DN31567_c2_g1_i1,Tce_TRINITY_DN104230_c3_g1_i5
RBBH-5727,Tms_TRINITY_DN4939_c0_g1_i1,Tce_TRINITY_DN88254_c0_g1_i1
RBBH-5728,Tms_TRINITY_DN8975_c0_g1_i1,Tce_TRINITY_DN107254_c0_g1_i1
RBBH-5729,Tms_TRINITY_DN32926_c0_g1_i1,Tce_TRINITY_DN58931_c0_g1_i1
RBBH-573,Tms_TRINITY_DN18206_c0_g1_i1,Tce_TRINITY_DN79901_c0_g1_i1
RBBH-5730,Tms_TRINITY_DN25309_c1_g2_i1,Tce_TRINITY_DN102955_c7_g1_i1
RBBH-5731,Tms_TRINITY_DN11672_c0_g1_i1,Tce_TRINITY_DN84093_c0_g1_i1
RBBH-5732,Tms_TRINITY_DN23991_c1_g1_i1,Tce_TRINITY_DN103939_c1_g1_i1
RBBH-5733,Tms_TRINITY_DN71512_c0_g1_i1,Tce_TRINITY_DN96638_c1_g1_i2
RBBH-5734,Tms_TRINITY_DN30366_c2_g2_i1,Tce_TRINITY_DN106204_c4_g1_i1
RBBH-5735,Tms_TRINITY_DN21782_c0_g1_i1,Tce_TRINITY_DN103821_c2_g1_i2
RBBH-5736,Tms_TRINITY_DN71456_c0_g1_i1,Tce_TRINITY_DN100781_c0_g1_i1
RBBH-5737,Tms_TRINITY_DN26432_c0_g3_i1,Tce_TRINITY_DN96974_c0_g1_i1
RBBH-5739,Tms_TRINITY_DN20918_c0_g1_i1,Tce_TRINITY_DN102961_c8_g1_i1
RBBH-574,Tms_TRINITY_DN29459_c2_g1_i1,Tce_TRINITY_DN102920_c4_g2_i2
RBBH-5740,Tms_TRINITY_DN29722_c2_g1_i1,Tce_TRINITY_DN103271_c0_g3_i2
RBBH-5741,Tms_TRINITY_DN14350_c0_g1_i1,Tce_TRINITY_DN106710_c2_g1_i1
RBBH-5742,Tms_TRINITY_DN70982_c1_g1_i1,Tce_TRINITY_DN102671_c1_g1_i1
RBBH-5743,Tms_TRINITY_DN26978_c0_g2_i1,Tce_TRINITY_DN99621_c0_g1_i1
RBBH-5744,Tms_TRINITY_DN22493_c0_g1_i1,Tce_TRINITY_DN87362_c0_g1_i1
RBBH-5745,Tms_TRINITY_DN30669_c0_g5_i1,Tce_TRINITY_DN88138_c0_g1_i1
RBBH-5746,Tms_TRINITY_DN30920_c0_g1_i1,Tce_TRINITY_DN105406_c1_g5_i2
RBBH-5747,Tms_TRINITY_DN18175_c0_g2_i1,Tce_TRINITY_DN99102_c0_g1_i1
RBBH-5748,Tms_TRINITY_DN17170_c1_g2_i1,Tce_TRINITY_DN102598_c5_g1_i1
RBBH-5749,Tms_TRINITY_DN15697_c1_g1_i1,Tce_TRINITY_DN79937_c0_g1_i1
RBBH-575,Tms_TRINITY_DN31356_c0_g7_i1,Tce_TRINITY_DN104364_c0_g2_i1
RBBH-5750,Tms_TRINITY_DN27267_c0_g2_i1,Tce_TRINITY_DN100819_c0_g1_i2
RBBH-5751,Tms_TRINITY_DN3546_c0_g1_i1,Tce_TRINITY_DN106456_c0_g2_i1
RBBH-5752,Tms_TRINITY_DN29906_c0_g1_i1,Tce_TRINITY_DN81055_c0_g1_i1
RBBH-5753,Tms_TRINITY_DN26658_c0_g1_i1,Tce_TRINITY_DN91589_c0_g1_i1
RBBH-5755,Tms_TRINITY_DN39936_c0_g1_i1,Tce_TRINITY_DN81286_c0_g1_i1
RBBH-5757,Tms_TRINITY_DN3627_c0_g1_i1,Tce_TRINITY_DN92305_c1_g1_i3
RBBH-5758,Tms_TRINITY_DN58429_c0_g1_i1,Tce_TRINITY_DN58186_c0_g1_i1
RBBH-5759,Tms_TRINITY_DN25286_c0_g1_i1,Tce_TRINITY_DN102825_c0_g2_i1
RBBH-576,Tms_TRINITY_DN75182_c0_g1_i1,Tce_TRINITY_DN85023_c0_g1_i1
RBBH-5760,Tms_TRINITY_DN28659_c0_g1_i2,Tce_TRINITY_DN98192_c0_g1_i2
RBBH-5761,Tms_TRINITY_DN3360_c0_g1_i1,Tce_TRINITY_DN107483_c14_g2_i1
RBBH-5762,Tms_TRINITY_DN37610_c0_g1_i1,Tce_TRINITY_DN87829_c0_g1_i3
RBBH-5763,Tms_TRINITY_DN28098_c0_g1_i1,Tce_TRINITY_DN107150_c0_g1_i3
RBBH-5764,Tms_TRINITY_DN28324_c0_g2_i1,Tce_TRINITY_DN103383_c1_g1_i1
RBBH-5765,Tms_TRINITY_DN32219_c1_g1_i1,Tce_TRINITY_DN97130_c0_g1_i1
RBBH-5766,Tms_TRINITY_DN27680_c0_g1_i1,Tce_TRINITY_DN102223_c0_g1_i1
RBBH-5767,Tms_TRINITY_DN18274_c0_g1_i1,Tce_TRINITY_DN99843_c1_g1_i1
RBBH-5768,Tms_TRINITY_DN14271_c0_g1_i1,Tce_TRINITY_DN96626_c0_g1_i1
RBBH-577,Tms_TRINITY_DN24846_c0_g1_i1,Tce_TRINITY_DN103363_c3_g3_i1
RBBH-5772,Tms_TRINITY_DN19154_c0_g1_i1,Tce_TRINITY_DN101753_c0_g1_i1
RBBH-5774,Tms_TRINITY_DN30545_c3_g1_i2,Tce_TRINITY_DN92861_c0_g1_i1
RBBH-5776,Tms_TRINITY_DN72941_c0_g1_i1,Tce_TRINITY_DN70234_c0_g1_i1
RBBH-5778,Tms_TRINITY_DN28960_c0_g1_i1,Tce_TRINITY_DN105979_c0_g1_i5
RBBH-578,Tms_TRINITY_DN27881_c7_g3_i1,Tce_TRINITY_DN107559_c1_g1_i1
RBBH-5780,Tms_TRINITY_DN10761_c0_g2_i1,Tce_TRINITY_DN104675_c0_g1_i1
RBBH-5781,Tms_TRINITY_DN6272_c0_g1_i1,Tce_TRINITY_DN98573_c0_g1_i2
RBBH-5782,Tms_TRINITY_DN52675_c0_g1_i1,Tce_TRINITY_DN86859_c0_g1_i1
RBBH-5783,Tms_TRINITY_DN6742_c0_g2_i1,Tce_TRINITY_DN102815_c1_g1_i1
RBBH-5784,Tms_TRINITY_DN28302_c0_g3_i1,Tce_TRINITY_DN107138_c0_g1_i3
RBBH-5785,Tms_TRINITY_DN21792_c0_g1_i1,Tce_TRINITY_DN99385_c0_g1_i1
RBBH-5786,Tms_TRINITY_DN65135_c0_g1_i1,Tce_TRINITY_DN98905_c1_g2_i1
RBBH-5787,Tms_TRINITY_DN30462_c0_g1_i3,Tce_TRINITY_DN101040_c0_g1_i2
RBBH-5788,Tms_TRINITY_DN21964_c0_g1_i3,Tce_TRINITY_DN97040_c0_g1_i4
RBBH-5789,Tms_TRINITY_DN55983_c0_g1_i1,Tce_TRINITY_DN101635_c0_g1_i1
RBBH-579,Tms_TRINITY_DN26766_c0_g1_i1,Tce_TRINITY_DN105678_c0_g1_i1
RBBH-5790,Tms_TRINITY_DN17282_c0_g2_i1,Tce_TRINITY_DN100918_c0_g2_i1
RBBH-5791,Tms_TRINITY_DN30788_c0_g1_i1,Tce_TRINITY_DN97010_c0_g2_i3
RBBH-5793,Tms_TRINITY_DN26592_c1_g1_i1,Tce_TRINITY_DN106248_c4_g2_i3
RBBH-5794,Tms_TRINITY_DN9314_c0_g1_i1,Tce_TRINITY_DN101448_c1_g2_i1
RBBH-5795,Tms_TRINITY_DN31849_c0_g1_i1,Tce_TRINITY_DN105252_c1_g1_i1
RBBH-5796,Tms_TRINITY_DN27809_c0_g2_i4,Tce_TRINITY_DN107101_c0_g1_i1
RBBH-5797,Tms_TRINITY_DN71955_c0_g1_i1,Tce_TRINITY_DN45967_c0_g1_i1
RBBH-5798,Tms_TRINITY_DN2577_c0_g1_i1,Tce_TRINITY_DN97665_c0_g1_i1
RBBH-5799,Tms_TRINITY_DN24302_c0_g1_i2,Tce_TRINITY_DN107783_c6_g1_i1
RBBH-58,Tms_TRINITY_DN30842_c3_g2_i1,Tce_TRINITY_DN103307_c4_g1_i1
RBBH-580,Tms_TRINITY_DN47746_c0_g1_i1,Tce_TRINITY_DN82678_c0_g1_i1
RBBH-5800,Tms_TRINITY_DN31573_c8_g1_i1,Tce_TRINITY_DN90143_c2_g1_i1
RBBH-5801,Tms_TRINITY_DN24686_c0_g1_i1,Tce_TRINITY_DN97124_c0_g1_i3
RBBH-5802,Tms_TRINITY_DN31850_c10_g3_i1,Tce_TRINITY_DN106244_c3_g9_i1
RBBH-5803,Tms_TRINITY_DN28505_c0_g1_i2,Tce_TRINITY_DN98964_c0_g5_i10
RBBH-5804,Tms_TRINITY_DN22616_c0_g1_i1,Tce_TRINITY_DN104717_c1_g1_i1
RBBH-5805,Tms_TRINITY_DN30774_c2_g4_i1,Tce_TRINITY_DN102585_c1_g2_i1
RBBH-5807,Tms_TRINITY_DN13540_c0_g3_i1,Tce_TRINITY_DN97980_c3_g4_i2
RBBH-5808,Tms_TRINITY_DN588_c0_g1_i1,Tce_TRINITY_DN106368_c0_g1_i1
RBBH-5809,Tms_TRINITY_DN22045_c0_g3_i1,Tce_TRINITY_DN96290_c2_g1_i1
RBBH-581,Tms_TRINITY_DN26694_c0_g1_i1,Tce_TRINITY_DN87139_c0_g1_i1
RBBH-5810,Tms_TRINITY_DN26879_c0_g1_i1,Tce_TRINITY_DN100318_c0_g4_i1
RBBH-5811,Tms_TRINITY_DN55606_c0_g1_i1,Tce_TRINITY_DN85418_c0_g1_i1
RBBH-5812,Tms_TRINITY_DN28724_c0_g4_i3,Tce_TRINITY_DN102826_c2_g1_i4
RBBH-5813,Tms_TRINITY_DN29855_c0_g1_i1,Tce_TRINITY_DN102920_c2_g1_i1
RBBH-5814,Tms_TRINITY_DN43951_c0_g1_i1,Tce_TRINITY_DN78654_c0_g1_i1
RBBH-5816,Tms_TRINITY_DN31407_c0_g1_i1,Tce_TRINITY_DN71375_c0_g1_i1
RBBH-5817,Tms_TRINITY_DN63628_c0_g1_i1,Tce_TRINITY_DN100430_c4_g2_i3
RBBH-5818,Tms_TRINITY_DN30239_c0_g4_i1,Tce_TRINITY_DN102703_c0_g1_i2
RBBH-5819,Tms_TRINITY_DN73295_c0_g1_i1,Tce_TRINITY_DN96139_c0_g1_i1
RBBH-582,Tms_TRINITY_DN30674_c0_g2_i1,Tce_TRINITY_DN99953_c0_g1_i2
RBBH-5820,Tms_TRINITY_DN33123_c0_g1_i1,Tce_TRINITY_DN96049_c4_g1_i1
RBBH-5821,Tms_TRINITY_DN30918_c3_g1_i1,Tce_TRINITY_DN99315_c2_g1_i2
RBBH-5822,Tms_TRINITY_DN23272_c0_g1_i1,Tce_TRINITY_DN60049_c0_g1_i1
RBBH-5823,Tms_TRINITY_DN45371_c0_g1_i1,Tce_TRINITY_DN101906_c0_g1_i2
RBBH-5824,Tms_TRINITY_DN34911_c0_g1_i1,Tce_TRINITY_DN100449_c1_g1_i2
RBBH-5825,Tms_TRINITY_DN40122_c0_g1_i1,Tce_TRINITY_DN103830_c1_g1_i1
RBBH-5826,Tms_TRINITY_DN13912_c0_g1_i1,Tce_TRINITY_DN95885_c0_g1_i1
RBBH-5827,Tms_TRINITY_DN13560_c0_g3_i1,Tce_TRINITY_DN100451_c1_g1_i1
RBBH-5828,Tms_TRINITY_DN25618_c0_g1_i1,Tce_TRINITY_DN106336_c1_g1_i1
RBBH-5829,Tms_TRINITY_DN27697_c0_g1_i1,Tce_TRINITY_DN97249_c0_g1_i1
RBBH-583,Tms_TRINITY_DN27424_c0_g2_i1,Tce_TRINITY_DN107796_c4_g1_i2
RBBH-5830,Tms_TRINITY_DN15219_c0_g1_i2,Tce_TRINITY_DN99263_c0_g1_i2
RBBH-5831,Tms_TRINITY_DN326_c0_g1_i1,Tce_TRINITY_DN86537_c0_g1_i1
RBBH-5832,Tms_TRINITY_DN21928_c0_g1_i1,Tce_TRINITY_DN95589_c0_g1_i2
RBBH-5833,Tms_TRINITY_DN31778_c2_g1_i1,Tce_TRINITY_DN73656_c0_g2_i1
RBBH-5834,Tms_TRINITY_DN20736_c0_g2_i1,Tce_TRINITY_DN90282_c0_g1_i1
RBBH-5835,Tms_TRINITY_DN57196_c0_g1_i1,Tce_TRINITY_DN104243_c0_g3_i2
RBBH-5836,Tms_TRINITY_DN31409_c3_g1_i1,Tce_TRINITY_DN94947_c4_g2_i2
RBBH-5837,Tms_TRINITY_DN28884_c0_g1_i1,Tce_TRINITY_DN99927_c0_g1_i1
RBBH-5838,Tms_TRINITY_DN20868_c0_g2_i1,Tce_TRINITY_DN100558_c0_g1_i2
RBBH-5839,Tms_TRINITY_DN30703_c3_g5_i1,Tce_TRINITY_DN101347_c1_g1_i1
RBBH-584,Tms_TRINITY_DN7569_c0_g1_i1,Tce_TRINITY_DN97335_c0_g1_i1
RBBH-5840,Tms_TRINITY_DN12676_c0_g2_i1,Tce_TRINITY_DN105631_c2_g1_i1
RBBH-5841,Tms_TRINITY_DN28734_c0_g2_i1,Tce_TRINITY_DN104723_c2_g1_i1
RBBH-5842,Tms_TRINITY_DN13828_c0_g2_i1,Tce_TRINITY_DN71039_c0_g1_i1
RBBH-5843,Tms_TRINITY_DN14230_c0_g1_i1,Tce_TRINITY_DN102337_c6_g1_i1
RBBH-5844,Tms_TRINITY_DN31629_c1_g1_i1,Tce_TRINITY_DN103026_c2_g1_i1
RBBH-5845,Tms_TRINITY_DN16236_c0_g2_i1,Tce_TRINITY_DN103050_c2_g3_i1
RBBH-5846,Tms_TRINITY_DN9069_c0_g2_i1,Tce_TRINITY_DN96690_c0_g1_i1
RBBH-5847,Tms_TRINITY_DN36760_c0_g1_i1,Tce_TRINITY_DN69180_c0_g1_i1
RBBH-5848,Tms_TRINITY_DN31573_c2_g1_i1,Tce_TRINITY_DN105800_c2_g1_i1
RBBH-5849,Tms_TRINITY_DN63554_c0_g1_i1,Tce_TRINITY_DN101375_c4_g1_i1
RBBH-585,Tms_TRINITY_DN70993_c0_g1_i1,Tce_TRINITY_DN78134_c0_g1_i1
RBBH-5850,Tms_TRINITY_DN21770_c0_g1_i1,Tce_TRINITY_DN101153_c0_g1_i2
RBBH-5851,Tms_TRINITY_DN50312_c0_g1_i1,Tce_TRINITY_DN46592_c0_g1_i1
RBBH-5853,Tms_TRINITY_DN17982_c0_g1_i2,Tce_TRINITY_DN87915_c0_g1_i3
RBBH-5854,Tms_TRINITY_DN59895_c0_g1_i1,Tce_TRINITY_DN98886_c0_g1_i1
RBBH-5855,Tms_TRINITY_DN9792_c0_g1_i1,Tce_TRINITY_DN95873_c0_g1_i1
RBBH-5856,Tms_TRINITY_DN11433_c0_g2_i1,Tce_TRINITY_DN101832_c5_g1_i1
RBBH-5858,Tms_TRINITY_DN27263_c0_g1_i1,Tce_TRINITY_DN103636_c0_g1_i5
RBBH-5859,Tms_TRINITY_DN52268_c0_g1_i1,Tce_TRINITY_DN75212_c2_g1_i1
RBBH-586,Tms_TRINITY_DN8097_c0_g1_i1,Tce_TRINITY_DN82971_c0_g1_i1
RBBH-5860,Tms_TRINITY_DN27081_c1_g2_i5,Tce_TRINITY_DN104477_c1_g1_i3
RBBH-5861,Tms_TRINITY_DN26405_c0_g1_i1,Tce_TRINITY_DN84760_c0_g1_i1
RBBH-5862,Tms_TRINITY_DN19295_c0_g2_i1,Tce_TRINITY_DN104973_c0_g1_i1
RBBH-5863,Tms_TRINITY_DN22271_c0_g1_i1,Tce_TRINITY_DN103634_c1_g5_i9
RBBH-5864,Tms_TRINITY_DN27223_c0_g1_i1,Tce_TRINITY_DN97159_c1_g1_i1
RBBH-5865,Tms_TRINITY_DN52254_c0_g1_i1,Tce_TRINITY_DN96160_c1_g1_i1
RBBH-5866,Tms_TRINITY_DN31070_c0_g1_i1,Tce_TRINITY_DN107805_c2_g2_i1
RBBH-5867,Tms_TRINITY_DN13112_c0_g1_i1,Tce_TRINITY_DN104589_c4_g2_i1
RBBH-5869,Tms_TRINITY_DN13155_c0_g1_i1,Tce_TRINITY_DN103395_c0_g2_i2
RBBH-587,Tms_TRINITY_DN31162_c13_g1_i1,Tce_TRINITY_DN100486_c7_g1_i1
RBBH-5870,Tms_TRINITY_DN6551_c0_g1_i1,Tce_TRINITY_DN84375_c0_g1_i1
RBBH-5871,Tms_TRINITY_DN72686_c0_g1_i1,Tce_TRINITY_DN86814_c0_g1_i1
RBBH-5872,Tms_TRINITY_DN30988_c0_g2_i1,Tce_TRINITY_DN98013_c4_g2_i1
RBBH-5873,Tms_TRINITY_DN64554_c0_g2_i1,Tce_TRINITY_DN82047_c0_g2_i1
RBBH-5874,Tms_TRINITY_DN37957_c0_g1_i1,Tce_TRINITY_DN104318_c1_g3_i2
RBBH-5875,Tms_TRINITY_DN22218_c0_g1_i1,Tce_TRINITY_DN89537_c0_g1_i1
RBBH-5876,Tms_TRINITY_DN20552_c1_g1_i1,Tce_TRINITY_DN97600_c2_g1_i1
RBBH-5877,Tms_TRINITY_DN31024_c5_g5_i1,Tce_TRINITY_DN101443_c0_g6_i1
RBBH-5878,Tms_TRINITY_DN28800_c0_g1_i2,Tce_TRINITY_DN93044_c0_g1_i2
RBBH-588,Tms_TRINITY_DN7965_c0_g1_i1,Tce_TRINITY_DN100869_c2_g1_i1
RBBH-5880,Tms_TRINITY_DN44194_c0_g1_i1,Tce_TRINITY_DN98700_c5_g1_i1
RBBH-5881,Tms_TRINITY_DN15793_c0_g1_i1,Tce_TRINITY_DN103541_c0_g1_i1
RBBH-5882,Tms_TRINITY_DN8335_c0_g1_i1,Tce_TRINITY_DN22098_c0_g2_i1
RBBH-5883,Tms_TRINITY_DN8137_c0_g2_i1,Tce_TRINITY_DN96305_c1_g1_i1
RBBH-5884,Tms_TRINITY_DN7956_c0_g1_i1,Tce_TRINITY_DN82111_c0_g1_i1
RBBH-5885,Tms_TRINITY_DN28438_c0_g1_i1,Tce_TRINITY_DN105777_c0_g2_i1
RBBH-5887,Tms_TRINITY_DN29414_c0_g1_i1,Tce_TRINITY_DN104163_c2_g1_i4
RBBH-5888,Tms_TRINITY_DN24720_c0_g1_i1,Tce_TRINITY_DN104314_c0_g2_i2
RBBH-5889,Tms_TRINITY_DN62915_c0_g1_i1,Tce_TRINITY_DN105089_c5_g1_i1
RBBH-589,Tms_TRINITY_DN16276_c0_g1_i1,Tce_TRINITY_DN100890_c0_g1_i1
RBBH-5891,Tms_TRINITY_DN46176_c0_g1_i1,Tce_TRINITY_DN82605_c0_g1_i1
RBBH-5892,Tms_TRINITY_DN27643_c0_g1_i4,Tce_TRINITY_DN95034_c0_g1_i2
RBBH-5893,Tms_TRINITY_DN29893_c0_g2_i5,Tce_TRINITY_DN104385_c1_g3_i5
RBBH-5894,Tms_TRINITY_DN27877_c0_g1_i1,Tce_TRINITY_DN80737_c0_g1_i1
RBBH-5895,Tms_TRINITY_DN28349_c0_g1_i1,Tce_TRINITY_DN97447_c5_g1_i1
RBBH-5896,Tms_TRINITY_DN29078_c0_g2_i1,Tce_TRINITY_DN102391_c1_g2_i2
RBBH-5897,Tms_TRINITY_DN22468_c0_g1_i1,Tce_TRINITY_DN96867_c1_g1_i1
RBBH-5898,Tms_TRINITY_DN31525_c6_g1_i7,Tce_TRINITY_DN103902_c4_g3_i1
RBBH-5899,Tms_TRINITY_DN29632_c0_g1_i2,Tce_TRINITY_DN103507_c0_g2_i4
RBBH-590,Tms_TRINITY_DN3578_c0_g2_i1,Tce_TRINITY_DN92078_c1_g3_i1
RBBH-5900,Tms_TRINITY_DN31590_c1_g1_i2,Tce_TRINITY_DN107094_c1_g1_i5
RBBH-5901,Tms_TRINITY_DN31281_c11_g8_i1,Tce_TRINITY_DN101617_c1_g2_i1
RBBH-5902,Tms_TRINITY_DN31374_c2_g1_i1,Tce_TRINITY_DN105258_c0_g1_i3
RBBH-5903,Tms_TRINITY_DN63729_c0_g1_i1,Tce_TRINITY_DN103241_c0_g1_i1
RBBH-5905,Tms_TRINITY_DN64657_c0_g1_i1,Tce_TRINITY_DN82035_c0_g1_i1
RBBH-5907,Tms_TRINITY_DN22667_c0_g1_i1,Tce_TRINITY_DN105509_c0_g1_i1
RBBH-5908,Tms_TRINITY_DN13919_c1_g1_i1,Tce_TRINITY_DN95999_c9_g1_i1
RBBH-5909,Tms_TRINITY_DN13873_c0_g1_i1,Tce_TRINITY_DN76335_c0_g1_i1
RBBH-591,Tms_TRINITY_DN28058_c0_g2_i1,Tce_TRINITY_DN99039_c0_g1_i1
RBBH-5910,Tms_TRINITY_DN28991_c0_g6_i1,Tce_TRINITY_DN98583_c0_g4_i1
RBBH-5911,Tms_TRINITY_DN39921_c0_g1_i1,Tce_TRINITY_DN118522_c0_g1_i1
RBBH-5913,Tms_TRINITY_DN30545_c1_g1_i1,Tce_TRINITY_DN91438_c1_g1_i2
