Match_col,Tps,Tdi
RBBH-5943,Tps_TRINITY_DN84749_c3_g4_i1,Tdi_TRINITY_DN67285_c0_g1_i1
RBBH-5944,Tps_TRINITY_DN91719_c3_g3_i5,Tdi_TRINITY_DN44248_c0_g1_i1
RBBH-5945,Tps_TRINITY_DN92594_c0_g1_i1,Tdi_TRINITY_DN32871_c0_g1_i1
RBBH-5946,Tps_TRINITY_DN83835_c0_g1_i1,Tdi_TRINITY_DN29665_c0_g1_i2
RBBH-5947,Tps_TRINITY_DN92180_c0_g1_i1,Tdi_TRINITY_DN8260_c0_g1_i1
RBBH-5948,Tps_TRINITY_DN59104_c0_g2_i1,Tdi_TRINITY_DN32265_c13_g1_i1
RBBH-5949,Tps_TRINITY_DN93333_c0_g1_i3,Tdi_TRINITY_DN14318_c0_g1_i2
RBBH-595,Tps_TRINITY_DN74457_c0_g1_i1,Tdi_TRINITY_DN14544_c0_g1_i1
RBBH-5950,Tps_TRINITY_DN91742_c0_g1_i1,Tdi_TRINITY_DN25454_c0_g1_i1
RBBH-5951,Tps_TRINITY_DN95289_c1_g1_i2,Tdi_TRINITY_DN30519_c1_g4_i17
RBBH-5952,Tps_TRINITY_DN64436_c0_g1_i1,Tdi_TRINITY_DN31981_c3_g6_i1
RBBH-5953,Tps_TRINITY_DN81441_c0_g1_i1,Tdi_TRINITY_DN32213_c6_g1_i1
RBBH-5954,Tps_TRINITY_DN85270_c0_g1_i3,Tdi_TRINITY_DN28578_c0_g1_i3
RBBH-5955,Tps_TRINITY_DN85395_c0_g1_i1,Tdi_TRINITY_DN34662_c0_g1_i1
RBBH-5956,Tps_TRINITY_DN95233_c0_g1_i3,Tdi_TRINITY_DN20843_c0_g2_i2
RBBH-5957,Tps_TRINITY_DN85424_c1_g1_i1,Tdi_TRINITY_DN29395_c0_g1_i1
RBBH-5958,Tps_TRINITY_DN82542_c0_g1_i5,Tdi_TRINITY_DN13766_c0_g1_i1
RBBH-5959,Tps_TRINITY_DN75020_c0_g1_i1,Tdi_TRINITY_DN60994_c0_g1_i1
RBBH-596,Tps_TRINITY_DN71445_c1_g1_i1,Tdi_TRINITY_DN33963_c0_g1_i1
RBBH-5960,Tps_TRINITY_DN94199_c0_g1_i1,Tdi_TRINITY_DN31505_c0_g1_i1
RBBH-5961,Tps_TRINITY_DN81477_c1_g2_i1,Tdi_TRINITY_DN54369_c1_g1_i1
RBBH-5962,Tps_TRINITY_DN86245_c0_g1_i1,Tdi_TRINITY_DN35761_c0_g1_i1
RBBH-5963,Tps_TRINITY_DN87167_c6_g5_i2,Tdi_TRINITY_DN29470_c2_g1_i2
RBBH-5964,Tps_TRINITY_DN94785_c0_g1_i1,Tdi_TRINITY_DN9421_c0_g1_i1
RBBH-5965,Tps_TRINITY_DN94622_c1_g1_i1,Tdi_TRINITY_DN26993_c0_g2_i1
RBBH-5966,Tps_TRINITY_DN95429_c0_g1_i2,Tdi_TRINITY_DN26807_c0_g1_i1
RBBH-5967,Tps_TRINITY_DN91108_c1_g1_i4,Tdi_TRINITY_DN30987_c0_g7_i1
RBBH-5968,Tps_TRINITY_DN50674_c0_g2_i1,Tdi_TRINITY_DN14719_c0_g1_i1
RBBH-5969,Tps_TRINITY_DN88331_c1_g1_i1,Tdi_TRINITY_DN24571_c0_g1_i1
RBBH-597,Tps_TRINITY_DN81794_c0_g1_i1,Tdi_TRINITY_DN18901_c0_g1_i1
RBBH-5970,Tps_TRINITY_DN91339_c0_g2_i4,Tdi_TRINITY_DN28061_c0_g1_i2
RBBH-5971,Tps_TRINITY_DN74422_c0_g1_i1,Tdi_TRINITY_DN11827_c0_g1_i1
RBBH-5972,Tps_TRINITY_DN25138_c0_g1_i1,Tdi_TRINITY_DN11196_c0_g1_i1
RBBH-5973,Tps_TRINITY_DN40924_c0_g1_i1,Tdi_TRINITY_DN32188_c6_g5_i1
RBBH-5974,Tps_TRINITY_DN85158_c0_g1_i2,Tdi_TRINITY_DN15299_c0_g2_i1
RBBH-5976,Tps_TRINITY_DN90089_c1_g1_i1,Tdi_TRINITY_DN67596_c0_g1_i1
RBBH-5977,Tps_TRINITY_DN95430_c1_g1_i2,Tdi_TRINITY_DN30285_c0_g1_i2
RBBH-5978,Tps_TRINITY_DN91740_c4_g2_i2,Tdi_TRINITY_DN1506_c0_g1_i1
RBBH-5979,Tps_TRINITY_DN92137_c3_g3_i1,Tdi_TRINITY_DN32195_c1_g7_i2
RBBH-598,Tps_TRINITY_DN92454_c0_g3_i2,Tdi_TRINITY_DN12453_c0_g1_i2
RBBH-5980,Tps_TRINITY_DN95698_c1_g2_i6,Tdi_TRINITY_DN31783_c0_g1_i5
RBBH-5981,Tps_TRINITY_DN73814_c0_g1_i2,Tdi_TRINITY_DN59624_c0_g1_i1
RBBH-5982,Tps_TRINITY_DN88279_c10_g9_i2,Tdi_TRINITY_DN39299_c0_g1_i1
RBBH-5983,Tps_TRINITY_DN87187_c1_g1_i1,Tdi_TRINITY_DN23333_c0_g1_i1
RBBH-5984,Tps_TRINITY_DN91844_c2_g1_i1,Tdi_TRINITY_DN32049_c3_g2_i1
RBBH-5985,Tps_TRINITY_DN94923_c0_g1_i2,Tdi_TRINITY_DN30479_c0_g1_i5
RBBH-5986,Tps_TRINITY_DN82431_c0_g1_i1,Tdi_TRINITY_DN45911_c0_g1_i1
RBBH-5987,Tps_TRINITY_DN86158_c0_g1_i1,Tdi_TRINITY_DN21105_c0_g1_i1
RBBH-5988,Tps_TRINITY_DN95194_c0_g1_i1,Tdi_TRINITY_DN66394_c0_g1_i1
RBBH-5989,Tps_TRINITY_DN88547_c11_g1_i1,Tdi_TRINITY_DN1161_c0_g1_i1
RBBH-599,Tps_TRINITY_DN90473_c3_g1_i1,Tdi_TRINITY_DN31652_c6_g7_i1
RBBH-5990,Tps_TRINITY_DN83898_c0_g1_i1,Tdi_TRINITY_DN30504_c4_g1_i1
RBBH-5992,Tps_TRINITY_DN59059_c0_g1_i1,Tdi_TRINITY_DN50631_c0_g1_i1
RBBH-5993,Tps_TRINITY_DN92977_c0_g1_i1,Tdi_TRINITY_DN26784_c0_g2_i1
RBBH-5994,Tps_TRINITY_DN68926_c0_g1_i2,Tdi_TRINITY_DN18377_c0_g1_i1
RBBH-5995,Tps_TRINITY_DN94878_c0_g1_i2,Tdi_TRINITY_DN26727_c1_g2_i1
RBBH-5996,Tps_TRINITY_DN67359_c0_g1_i1,Tdi_TRINITY_DN66352_c0_g1_i1
RBBH-5997,Tps_TRINITY_DN87449_c0_g1_i2,Tdi_TRINITY_DN18671_c0_g1_i1
RBBH-5998,Tps_TRINITY_DN85498_c0_g1_i2,Tdi_TRINITY_DN13396_c0_g1_i2
RBBH-5999,Tps_TRINITY_DN93473_c0_g1_i2,Tdi_TRINITY_DN26535_c0_g2_i2
RBBH-60,Tps_TRINITY_DN81272_c0_g1_i2,Tdi_TRINITY_DN508_c0_g2_i1
RBBH-600,Tps_TRINITY_DN80690_c0_g1_i1,Tdi_TRINITY_DN36050_c0_g1_i1
RBBH-6000,Tps_TRINITY_DN80927_c0_g1_i1,Tdi_TRINITY_DN52527_c0_g1_i1
RBBH-6001,Tps_TRINITY_DN59837_c0_g1_i3,Tdi_TRINITY_DN21887_c0_g2_i2
RBBH-6002,Tps_TRINITY_DN95569_c0_g3_i2,Tdi_TRINITY_DN31730_c5_g14_i4
RBBH-6003,Tps_TRINITY_DN89799_c0_g2_i1,Tdi_TRINITY_DN68886_c0_g1_i1
RBBH-6004,Tps_TRINITY_DN88373_c1_g1_i1,Tdi_TRINITY_DN23065_c0_g2_i1
RBBH-6005,Tps_TRINITY_DN93613_c0_g1_i1,Tdi_TRINITY_DN22688_c0_g2_i1
RBBH-6006,Tps_TRINITY_DN89940_c0_g1_i2,Tdi_TRINITY_DN45753_c0_g1_i1
RBBH-6007,Tps_TRINITY_DN81778_c0_g1_i1,Tdi_TRINITY_DN21610_c0_g1_i1
RBBH-6008,Tps_TRINITY_DN80329_c0_g1_i1,Tdi_TRINITY_DN63003_c0_g1_i1
RBBH-601,Tps_TRINITY_DN74865_c0_g1_i4,Tdi_TRINITY_DN37891_c0_g1_i1
RBBH-6010,Tps_TRINITY_DN87281_c1_g1_i1,Tdi_TRINITY_DN37280_c0_g1_i1
RBBH-6011,Tps_TRINITY_DN59944_c0_g1_i1,Tdi_TRINITY_DN56945_c0_g1_i1
RBBH-6012,Tps_TRINITY_DN75880_c0_g1_i1,Tdi_TRINITY_DN17385_c0_g1_i1
RBBH-6013,Tps_TRINITY_DN92384_c1_g5_i1,Tdi_TRINITY_DN16236_c0_g1_i1
RBBH-6015,Tps_TRINITY_DN88343_c0_g1_i1,Tdi_TRINITY_DN24159_c0_g4_i1
RBBH-6016,Tps_TRINITY_DN74092_c0_g1_i1,Tdi_TRINITY_DN28968_c0_g1_i1
RBBH-6018,Tps_TRINITY_DN68114_c0_g1_i1,Tdi_TRINITY_DN56107_c0_g1_i1
RBBH-6019,Tps_TRINITY_DN78738_c0_g1_i1,Tdi_TRINITY_DN53379_c0_g1_i1
RBBH-602,Tps_TRINITY_DN91674_c6_g1_i1,Tdi_TRINITY_DN30830_c0_g1_i6
RBBH-6020,Tps_TRINITY_DN114538_c0_g1_i1,Tdi_TRINITY_DN48912_c0_g1_i1
RBBH-6021,Tps_TRINITY_DN92684_c0_g1_i1,Tdi_TRINITY_DN27120_c0_g1_i1
RBBH-6022,Tps_TRINITY_DN88100_c1_g1_i1,Tdi_TRINITY_DN35810_c0_g1_i1
RBBH-6023,Tps_TRINITY_DN93610_c0_g1_i1,Tdi_TRINITY_DN34587_c0_g1_i1
RBBH-6024,Tps_TRINITY_DN74930_c0_g1_i3,Tdi_TRINITY_DN20486_c0_g1_i1
RBBH-6025,Tps_TRINITY_DN101213_c0_g1_i1,Tdi_TRINITY_DN39524_c0_g1_i1
RBBH-6027,Tps_TRINITY_DN95398_c0_g2_i1,Tdi_TRINITY_DN28985_c0_g1_i1
RBBH-6028,Tps_TRINITY_DN88111_c0_g1_i1,Tdi_TRINITY_DN4259_c0_g1_i1
RBBH-6029,Tps_TRINITY_DN93794_c8_g1_i2,Tdi_TRINITY_DN24591_c0_g1_i2
RBBH-603,Tps_TRINITY_DN85519_c0_g1_i2,Tdi_TRINITY_DN10366_c0_g1_i1
RBBH-6031,Tps_TRINITY_DN84711_c0_g1_i1,Tdi_TRINITY_DN41241_c0_g1_i1
RBBH-6032,Tps_TRINITY_DN85381_c1_g1_i1,Tdi_TRINITY_DN27140_c1_g1_i1
RBBH-6033,Tps_TRINITY_DN81422_c0_g1_i1,Tdi_TRINITY_DN11844_c0_g1_i1
RBBH-6035,Tps_TRINITY_DN66098_c0_g2_i1,Tdi_TRINITY_DN39073_c0_g1_i1
RBBH-6036,Tps_TRINITY_DN78456_c0_g1_i1,Tdi_TRINITY_DN15985_c0_g1_i1
RBBH-6038,Tps_TRINITY_DN79742_c0_g1_i1,Tdi_TRINITY_DN28586_c0_g1_i1
RBBH-6039,Tps_TRINITY_DN95960_c15_g12_i1,Tdi_TRINITY_DN32062_c12_g4_i1
RBBH-604,Tps_TRINITY_DN87319_c4_g1_i1,Tdi_TRINITY_DN55445_c0_g2_i1
RBBH-6040,Tps_TRINITY_DN91787_c2_g1_i1,Tdi_TRINITY_DN20993_c0_g1_i1
RBBH-6042,Tps_TRINITY_DN12817_c0_g1_i1,Tdi_TRINITY_DN53639_c0_g1_i1
RBBH-6043,Tps_TRINITY_DN93510_c4_g2_i1,Tdi_TRINITY_DN30885_c1_g3_i1
RBBH-6044,Tps_TRINITY_DN70372_c0_g1_i1,Tdi_TRINITY_DN24580_c2_g1_i1
RBBH-6045,Tps_TRINITY_DN69656_c0_g1_i1,Tdi_TRINITY_DN63295_c0_g1_i1
RBBH-6046,Tps_TRINITY_DN80451_c0_g1_i1,Tdi_TRINITY_DN67731_c0_g1_i1
RBBH-6047,Tps_TRINITY_DN80857_c1_g1_i1,Tdi_TRINITY_DN32128_c3_g10_i1
RBBH-6048,Tps_TRINITY_DN95963_c0_g1_i1,Tdi_TRINITY_DN24094_c0_g1_i2
RBBH-6049,Tps_TRINITY_DN66669_c0_g1_i1,Tdi_TRINITY_DN53653_c0_g2_i1
RBBH-605,Tps_TRINITY_DN81160_c0_g1_i1,Tdi_TRINITY_DN10055_c0_g1_i1
RBBH-6050,Tps_TRINITY_DN87540_c1_g4_i1,Tdi_TRINITY_DN40225_c0_g1_i1
RBBH-6051,Tps_TRINITY_DN95139_c0_g2_i2,Tdi_TRINITY_DN28010_c0_g1_i2
RBBH-6052,Tps_TRINITY_DN1739_c0_g1_i1,Tdi_TRINITY_DN62144_c0_g1_i1
RBBH-6053,Tps_TRINITY_DN94736_c0_g1_i2,Tdi_TRINITY_DN32939_c0_g1_i1
RBBH-6054,Tps_TRINITY_DN91995_c4_g1_i5,Tdi_TRINITY_DN32036_c7_g1_i2
RBBH-6055,Tps_TRINITY_DN93864_c2_g1_i1,Tdi_TRINITY_DN60545_c0_g1_i1
RBBH-6056,Tps_TRINITY_DN81608_c0_g1_i1,Tdi_TRINITY_DN59333_c0_g1_i1
RBBH-6057,Tps_TRINITY_DN95204_c0_g1_i10,Tdi_TRINITY_DN30876_c11_g1_i1
RBBH-6058,Tps_TRINITY_DN91397_c5_g3_i2,Tdi_TRINITY_DN32357_c1_g8_i2
RBBH-6059,Tps_TRINITY_DN74813_c0_g1_i1,Tdi_TRINITY_DN36219_c0_g1_i1
RBBH-606,Tps_TRINITY_DN88034_c0_g1_i1,Tdi_TRINITY_DN29414_c1_g1_i1
RBBH-6060,Tps_TRINITY_DN38847_c0_g1_i1,Tdi_TRINITY_DN13741_c0_g1_i1
RBBH-6061,Tps_TRINITY_DN82533_c0_g2_i1,Tdi_TRINITY_DN32906_c0_g1_i1
RBBH-6062,Tps_TRINITY_DN42466_c0_g2_i1,Tdi_TRINITY_DN60469_c0_g1_i1
RBBH-6063,Tps_TRINITY_DN96054_c4_g9_i1,Tdi_TRINITY_DN32299_c2_g4_i4
RBBH-6064,Tps_TRINITY_DN82983_c0_g1_i1,Tdi_TRINITY_DN20850_c0_g1_i1
RBBH-6065,Tps_TRINITY_DN82713_c0_g1_i1,Tdi_TRINITY_DN6224_c0_g1_i1
RBBH-6066,Tps_TRINITY_DN9891_c0_g2_i1,Tdi_TRINITY_DN53170_c0_g1_i1
RBBH-6067,Tps_TRINITY_DN83381_c0_g1_i1,Tdi_TRINITY_DN16166_c0_g1_i1
RBBH-6068,Tps_TRINITY_DN91026_c2_g1_i2,Tdi_TRINITY_DN18703_c0_g2_i1
RBBH-6069,Tps_TRINITY_DN6473_c0_g1_i1,Tdi_TRINITY_DN42578_c0_g1_i1
RBBH-607,Tps_TRINITY_DN92897_c4_g1_i3,Tdi_TRINITY_DN412_c0_g1_i1
RBBH-6070,Tps_TRINITY_DN91974_c1_g1_i4,Tdi_TRINITY_DN30841_c11_g4_i1
RBBH-6071,Tps_TRINITY_DN82673_c0_g1_i1,Tdi_TRINITY_DN18753_c0_g2_i1
RBBH-6073,Tps_TRINITY_DN94309_c1_g1_i2,Tdi_TRINITY_DN28595_c0_g1_i2
RBBH-6075,Tps_TRINITY_DN107049_c0_g1_i1,Tdi_TRINITY_DN59480_c0_g1_i1
RBBH-6076,Tps_TRINITY_DN82363_c3_g1_i1,Tdi_TRINITY_DN31979_c4_g1_i1
RBBH-6077,Tps_TRINITY_DN54548_c0_g1_i1,Tdi_TRINITY_DN66906_c0_g1_i1
RBBH-6078,Tps_TRINITY_DN91298_c0_g1_i1,Tdi_TRINITY_DN14396_c0_g2_i1
RBBH-6079,Tps_TRINITY_DN76129_c0_g1_i1,Tdi_TRINITY_DN67882_c0_g1_i1
RBBH-608,Tps_TRINITY_DN81664_c0_g1_i1,Tdi_TRINITY_DN30744_c0_g1_i1
RBBH-6080,Tps_TRINITY_DN66809_c0_g1_i1,Tdi_TRINITY_DN39226_c0_g1_i1
RBBH-6081,Tps_TRINITY_DN94274_c3_g1_i2,Tdi_TRINITY_DN31943_c2_g3_i2
RBBH-6082,Tps_TRINITY_DN91396_c1_g2_i1,Tdi_TRINITY_DN11882_c0_g1_i1
RBBH-6083,Tps_TRINITY_DN92440_c0_g1_i2,Tdi_TRINITY_DN18407_c0_g1_i1
RBBH-6084,Tps_TRINITY_DN92365_c9_g1_i1,Tdi_TRINITY_DN23338_c0_g1_i1
RBBH-6085,Tps_TRINITY_DN96006_c18_g13_i1,Tdi_TRINITY_DN26754_c2_g2_i1
RBBH-6086,Tps_TRINITY_DN91527_c1_g1_i1,Tdi_TRINITY_DN31503_c8_g6_i1
RBBH-6087,Tps_TRINITY_DN94142_c0_g2_i3,Tdi_TRINITY_DN24049_c0_g1_i1
RBBH-6088,Tps_TRINITY_DN84104_c0_g1_i2,Tdi_TRINITY_DN54838_c0_g1_i1
RBBH-6089,Tps_TRINITY_DN94066_c0_g5_i1,Tdi_TRINITY_DN31573_c2_g2_i1
RBBH-609,Tps_TRINITY_DN88131_c0_g1_i2,Tdi_TRINITY_DN31709_c0_g1_i1
RBBH-6090,Tps_TRINITY_DN60163_c0_g1_i1,Tdi_TRINITY_DN26988_c0_g1_i1
RBBH-6091,Tps_TRINITY_DN69947_c1_g1_i3,Tdi_TRINITY_DN25814_c0_g1_i2
RBBH-6092,Tps_TRINITY_DN87716_c1_g1_i3,Tdi_TRINITY_DN56546_c0_g1_i1
RBBH-6093,Tps_TRINITY_DN95714_c16_g2_i1,Tdi_TRINITY_DN26959_c0_g3_i1
RBBH-6094,Tps_TRINITY_DN80574_c0_g1_i1,Tdi_TRINITY_DN17940_c0_g1_i1
RBBH-6095,Tps_TRINITY_DN72879_c0_g1_i1,Tdi_TRINITY_DN26261_c0_g2_i1
RBBH-6096,Tps_TRINITY_DN81333_c0_g1_i1,Tdi_TRINITY_DN15348_c0_g1_i1
RBBH-6097,Tps_TRINITY_DN53424_c0_g1_i1,Tdi_TRINITY_DN31864_c6_g1_i1
RBBH-6098,Tps_TRINITY_DN90284_c0_g2_i2,Tdi_TRINITY_DN29735_c0_g3_i5
RBBH-6099,Tps_TRINITY_DN92064_c1_g1_i1,Tdi_TRINITY_DN4614_c0_g2_i1
RBBH-61,Tps_TRINITY_DN80174_c2_g1_i1,Tdi_TRINITY_DN3900_c0_g1_i1
RBBH-610,Tps_TRINITY_DN70417_c0_g1_i1,Tdi_TRINITY_DN29233_c1_g1_i1
RBBH-6100,Tps_TRINITY_DN87373_c0_g1_i2,Tdi_TRINITY_DN49566_c0_g1_i1
RBBH-6101,Tps_TRINITY_DN83106_c2_g1_i2,Tdi_TRINITY_DN26016_c0_g2_i1
RBBH-6102,Tps_TRINITY_DN90618_c6_g1_i2,Tdi_TRINITY_DN3234_c0_g1_i1
RBBH-6104,Tps_TRINITY_DN71297_c0_g1_i1,Tdi_TRINITY_DN4760_c0_g1_i1
RBBH-6105,Tps_TRINITY_DN77882_c0_g1_i1,Tdi_TRINITY_DN43375_c0_g1_i1
RBBH-6106,Tps_TRINITY_DN71736_c0_g1_i1,Tdi_TRINITY_DN33280_c0_g1_i1
RBBH-6107,Tps_TRINITY_DN57036_c1_g1_i1,Tdi_TRINITY_DN9113_c0_g1_i1
RBBH-6108,Tps_TRINITY_DN95178_c0_g4_i3,Tdi_TRINITY_DN6569_c0_g1_i1
RBBH-6109,Tps_TRINITY_DN90731_c0_g1_i1,Tdi_TRINITY_DN47554_c0_g1_i1
RBBH-611,Tps_TRINITY_DN30580_c0_g1_i1,Tdi_TRINITY_DN14881_c0_g1_i1
RBBH-6111,Tps_TRINITY_DN87133_c0_g1_i2,Tdi_TRINITY_DN24585_c0_g1_i2
RBBH-6113,Tps_TRINITY_DN61044_c0_g1_i1,Tdi_TRINITY_DN21078_c0_g1_i1
RBBH-6114,Tps_TRINITY_DN69393_c2_g1_i1,Tdi_TRINITY_DN3013_c0_g2_i1
RBBH-6116,Tps_TRINITY_DN92316_c0_g2_i3,Tdi_TRINITY_DN12962_c0_g1_i1
RBBH-6117,Tps_TRINITY_DN94611_c7_g1_i1,Tdi_TRINITY_DN47599_c0_g1_i1
RBBH-6119,Tps_TRINITY_DN92255_c1_g1_i1,Tdi_TRINITY_DN56348_c0_g1_i1
RBBH-6120,Tps_TRINITY_DN28271_c0_g3_i1,Tdi_TRINITY_DN35422_c0_g1_i1
RBBH-6121,Tps_TRINITY_DN94041_c0_g1_i2,Tdi_TRINITY_DN66128_c1_g1_i1
RBBH-6122,Tps_TRINITY_DN32459_c0_g1_i1,Tdi_TRINITY_DN31409_c12_g1_i1
RBBH-6123,Tps_TRINITY_DN89937_c1_g2_i1,Tdi_TRINITY_DN6094_c0_g2_i1
RBBH-6124,Tps_TRINITY_DN58713_c0_g1_i1,Tdi_TRINITY_DN49281_c0_g1_i1
RBBH-6125,Tps_TRINITY_DN74970_c0_g1_i1,Tdi_TRINITY_DN17762_c0_g1_i1
RBBH-6126,Tps_TRINITY_DN62956_c1_g1_i1,Tdi_TRINITY_DN63017_c0_g1_i1
RBBH-6127,Tps_TRINITY_DN93949_c2_g1_i1,Tdi_TRINITY_DN20799_c0_g2_i1
RBBH-6128,Tps_TRINITY_DN94707_c0_g1_i3,Tdi_TRINITY_DN28507_c1_g1_i1
RBBH-6129,Tps_TRINITY_DN89769_c0_g1_i2,Tdi_TRINITY_DN31078_c0_g1_i2
RBBH-613,Tps_TRINITY_DN88355_c0_g1_i3,Tdi_TRINITY_DN31836_c0_g1_i3
RBBH-6130,Tps_TRINITY_DN56506_c0_g1_i2,Tdi_TRINITY_DN36526_c0_g1_i1
RBBH-6131,Tps_TRINITY_DN75639_c0_g2_i1,Tdi_TRINITY_DN6941_c0_g2_i1
RBBH-6132,Tps_TRINITY_DN82646_c2_g1_i2,Tdi_TRINITY_DN20509_c0_g1_i1
RBBH-6133,Tps_TRINITY_DN89638_c1_g1_i1,Tdi_TRINITY_DN32728_c0_g1_i1
RBBH-6134,Tps_TRINITY_DN70122_c0_g1_i1,Tdi_TRINITY_DN68640_c0_g1_i1
RBBH-6135,Tps_TRINITY_DN73756_c0_g1_i3,Tdi_TRINITY_DN4481_c0_g1_i1
RBBH-6136,Tps_TRINITY_DN94972_c1_g4_i2,Tdi_TRINITY_DN31663_c3_g2_i1
RBBH-6137,Tps_TRINITY_DN79636_c0_g1_i2,Tdi_TRINITY_DN45070_c0_g1_i1
RBBH-6139,Tps_TRINITY_DN84147_c1_g2_i2,Tdi_TRINITY_DN59540_c1_g1_i1
RBBH-6140,Tps_TRINITY_DN87778_c1_g2_i1,Tdi_TRINITY_DN31695_c1_g3_i1
RBBH-6141,Tps_TRINITY_DN86849_c0_g2_i1,Tdi_TRINITY_DN21161_c0_g1_i1
RBBH-6142,Tps_TRINITY_DN93465_c0_g1_i4,Tdi_TRINITY_DN60295_c0_g1_i1
RBBH-6143,Tps_TRINITY_DN72195_c0_g1_i1,Tdi_TRINITY_DN53943_c0_g1_i1
RBBH-6144,Tps_TRINITY_DN83869_c0_g1_i1,Tdi_TRINITY_DN17776_c0_g1_i1
RBBH-6145,Tps_TRINITY_DN56940_c2_g2_i1,Tdi_TRINITY_DN24656_c0_g1_i1
RBBH-6146,Tps_TRINITY_DN86904_c0_g1_i1,Tdi_TRINITY_DN21332_c0_g1_i1
RBBH-6147,Tps_TRINITY_DN79231_c0_g1_i1,Tdi_TRINITY_DN2368_c0_g1_i1
RBBH-6148,Tps_TRINITY_DN51499_c0_g1_i1,Tdi_TRINITY_DN48432_c0_g1_i1
RBBH-6149,Tps_TRINITY_DN95198_c8_g1_i1,Tdi_TRINITY_DN31563_c7_g2_i1
RBBH-615,Tps_TRINITY_DN78050_c0_g2_i1,Tdi_TRINITY_DN29691_c0_g1_i4
RBBH-6151,Tps_TRINITY_DN64169_c0_g1_i1,Tdi_TRINITY_DN39103_c0_g1_i1
RBBH-6152,Tps_TRINITY_DN94005_c4_g1_i2,Tdi_TRINITY_DN29293_c0_g1_i2
RBBH-6153,Tps_TRINITY_DN88313_c0_g1_i4,Tdi_TRINITY_DN28236_c0_g1_i3
RBBH-6154,Tps_TRINITY_DN72517_c0_g2_i1,Tdi_TRINITY_DN19533_c0_g1_i1
RBBH-6155,Tps_TRINITY_DN95386_c3_g5_i2,Tdi_TRINITY_DN32256_c0_g4_i1
RBBH-6157,Tps_TRINITY_DN92675_c0_g2_i1,Tdi_TRINITY_DN26629_c0_g1_i2
RBBH-6158,Tps_TRINITY_DN38690_c0_g1_i1,Tdi_TRINITY_DN64531_c0_g1_i1
RBBH-6159,Tps_TRINITY_DN78523_c0_g2_i1,Tdi_TRINITY_DN6606_c0_g1_i1
RBBH-616,Tps_TRINITY_DN33657_c0_g1_i1,Tdi_TRINITY_DN5606_c0_g1_i1
RBBH-6161,Tps_TRINITY_DN75683_c0_g1_i1,Tdi_TRINITY_DN32191_c15_g1_i1
RBBH-6162,Tps_TRINITY_DN67876_c0_g1_i1,Tdi_TRINITY_DN19142_c0_g1_i1
RBBH-6163,Tps_TRINITY_DN90839_c0_g1_i2,Tdi_TRINITY_DN20854_c1_g1_i1
RBBH-6164,Tps_TRINITY_DN94628_c2_g1_i1,Tdi_TRINITY_DN17753_c0_g1_i1
RBBH-6165,Tps_TRINITY_DN82622_c1_g1_i1,Tdi_TRINITY_DN4252_c0_g1_i1
RBBH-6166,Tps_TRINITY_DN79603_c0_g1_i1,Tdi_TRINITY_DN8159_c0_g1_i1
RBBH-6167,Tps_TRINITY_DN95150_c0_g1_i1,Tdi_TRINITY_DN54234_c0_g2_i1
RBBH-6168,Tps_TRINITY_DN50812_c0_g1_i1,Tdi_TRINITY_DN17316_c0_g2_i1
RBBH-6169,Tps_TRINITY_DN43502_c0_g1_i1,Tdi_TRINITY_DN52265_c0_g1_i1
RBBH-617,Tps_TRINITY_DN78253_c0_g2_i2,Tdi_TRINITY_DN24190_c0_g1_i1
RBBH-6170,Tps_TRINITY_DN74050_c0_g2_i1,Tdi_TRINITY_DN30596_c7_g1_i1
RBBH-6171,Tps_TRINITY_DN95941_c0_g1_i1,Tdi_TRINITY_DN31620_c0_g1_i1
RBBH-6172,Tps_TRINITY_DN92214_c0_g1_i1,Tdi_TRINITY_DN30313_c0_g2_i1
RBBH-6174,Tps_TRINITY_DN87599_c0_g1_i1,Tdi_TRINITY_DN3870_c0_g2_i1
RBBH-6175,Tps_TRINITY_DN83613_c0_g1_i2,Tdi_TRINITY_DN24575_c0_g1_i1
RBBH-6176,Tps_TRINITY_DN49719_c0_g1_i1,Tdi_TRINITY_DN3794_c0_g1_i1
RBBH-6178,Tps_TRINITY_DN58015_c0_g2_i1,Tdi_TRINITY_DN9270_c0_g1_i1
RBBH-6179,Tps_TRINITY_DN67187_c0_g1_i1,Tdi_TRINITY_DN45984_c0_g1_i1
RBBH-6180,Tps_TRINITY_DN17750_c0_g1_i1,Tdi_TRINITY_DN30019_c3_g3_i1
RBBH-6181,Tps_TRINITY_DN86104_c0_g1_i1,Tdi_TRINITY_DN32063_c7_g1_i1
RBBH-6182,Tps_TRINITY_DN83585_c0_g1_i1,Tdi_TRINITY_DN10178_c0_g1_i1
RBBH-6183,Tps_TRINITY_DN73527_c0_g1_i1,Tdi_TRINITY_DN68162_c0_g1_i1
RBBH-6184,Tps_TRINITY_DN85756_c0_g1_i1,Tdi_TRINITY_DN31835_c8_g1_i1
RBBH-6185,Tps_TRINITY_DN95688_c0_g1_i2,Tdi_TRINITY_DN8209_c0_g1_i1
RBBH-6186,Tps_TRINITY_DN52081_c0_g1_i1,Tdi_TRINITY_DN4270_c0_g1_i1
RBBH-6187,Tps_TRINITY_DN22758_c0_g1_i1,Tdi_TRINITY_DN44460_c0_g1_i1
