Match_col,Tte,Tbi
RBBH-6151,Tte_TRINITY_DN39897_c0_g1_i1,Tbi_TRINITY_DN68710_c0_g1_i1
RBBH-6152,Tte_TRINITY_DN19961_c0_g1_i1,Tbi_TRINITY_DN60497_c0_g1_i2
RBBH-6153,Tte_TRINITY_DN6821_c0_g1_i1,Tbi_TRINITY_DN70252_c0_g1_i1
RBBH-6154,Tte_TRINITY_DN21200_c0_g1_i1,Tbi_TRINITY_DN64930_c0_g1_i1
RBBH-6155,Tte_TRINITY_DN59555_c0_g1_i1,Tbi_TRINITY_DN68877_c1_g5_i1
RBBH-6156,Tte_TRINITY_DN52054_c0_g1_i1,Tbi_TRINITY_DN107391_c0_g1_i1
RBBH-6157,Tte_TRINITY_DN24819_c0_g1_i1,Tbi_TRINITY_DN64374_c0_g1_i2
RBBH-6158,Tte_TRINITY_DN17635_c0_g2_i1,Tbi_TRINITY_DN64255_c0_g1_i1
RBBH-6159,Tte_TRINITY_DN37677_c0_g1_i1,Tbi_TRINITY_DN75476_c0_g1_i1
RBBH-616,Tte_TRINITY_DN29691_c0_g2_i1,Tbi_TRINITY_DN64455_c1_g1_i1
RBBH-6160,Tte_TRINITY_DN22219_c0_g1_i1,Tbi_TRINITY_DN65438_c0_g1_i1
RBBH-6161,Tte_TRINITY_DN23244_c0_g1_i1,Tbi_TRINITY_DN66348_c0_g1_i1
RBBH-6162,Tte_TRINITY_DN29242_c5_g4_i1,Tbi_TRINITY_DN72319_c2_g2_i1
RBBH-6163,Tte_TRINITY_DN11804_c0_g1_i1,Tbi_TRINITY_DN69075_c0_g1_i1
RBBH-6164,Tte_TRINITY_DN2818_c0_g2_i1,Tbi_TRINITY_DN62649_c0_g1_i2
RBBH-6165,Tte_TRINITY_DN17603_c0_g2_i1,Tbi_TRINITY_DN59457_c1_g1_i2
RBBH-6166,Tte_TRINITY_DN4069_c0_g1_i1,Tbi_TRINITY_DN69062_c0_g2_i1
RBBH-6167,Tte_TRINITY_DN1677_c0_g1_i1,Tbi_TRINITY_DN54356_c0_g1_i1
RBBH-6168,Tte_TRINITY_DN20494_c0_g2_i1,Tbi_TRINITY_DN58881_c0_g1_i1
RBBH-6169,Tte_TRINITY_DN68781_c0_g1_i1,Tbi_TRINITY_DN67953_c5_g1_i1
RBBH-617,Tte_TRINITY_DN28923_c4_g29_i1,Tbi_TRINITY_DN69633_c11_g3_i2
RBBH-6170,Tte_TRINITY_DN30279_c0_g1_i1,Tbi_TRINITY_DN38506_c0_g2_i1
RBBH-6171,Tte_TRINITY_DN73897_c0_g1_i1,Tbi_TRINITY_DN65173_c1_g1_i1
RBBH-6172,Tte_TRINITY_DN3914_c0_g1_i1,Tbi_TRINITY_DN67761_c0_g1_i1
RBBH-6173,Tte_TRINITY_DN23999_c0_g1_i1,Tbi_TRINITY_DN71160_c0_g11_i1
RBBH-6174,Tte_TRINITY_DN29219_c5_g2_i1,Tbi_TRINITY_DN44197_c0_g1_i1
RBBH-6175,Tte_TRINITY_DN28965_c7_g1_i1,Tbi_TRINITY_DN68776_c7_g6_i1
RBBH-6177,Tte_TRINITY_DN20413_c0_g1_i1,Tbi_TRINITY_DN71812_c0_g2_i1
RBBH-6178,Tte_TRINITY_DN3571_c0_g1_i1,Tbi_TRINITY_DN38128_c0_g1_i1
RBBH-6179,Tte_TRINITY_DN29961_c17_g3_i1,Tbi_TRINITY_DN68857_c0_g1_i1
RBBH-618,Tte_TRINITY_DN21980_c0_g2_i1,Tbi_TRINITY_DN34260_c0_g2_i1
RBBH-6180,Tte_TRINITY_DN2958_c0_g1_i1,Tbi_TRINITY_DN4624_c0_g1_i1
RBBH-6181,Tte_TRINITY_DN17748_c0_g2_i1,Tbi_TRINITY_DN69385_c0_g3_i2
RBBH-6182,Tte_TRINITY_DN10115_c0_g1_i1,Tbi_TRINITY_DN61488_c0_g1_i1
RBBH-6183,Tte_TRINITY_DN51219_c0_g1_i1,Tbi_TRINITY_DN70808_c0_g1_i1
RBBH-6184,Tte_TRINITY_DN29524_c4_g1_i2,Tbi_TRINITY_DN72005_c6_g3_i4
RBBH-6185,Tte_TRINITY_DN13024_c0_g1_i1,Tbi_TRINITY_DN38528_c0_g2_i1
RBBH-6186,Tte_TRINITY_DN26752_c0_g3_i3,Tbi_TRINITY_DN68673_c0_g1_i2
RBBH-6187,Tte_TRINITY_DN11960_c1_g1_i1,Tbi_TRINITY_DN72036_c6_g1_i1
RBBH-6188,Tte_TRINITY_DN25922_c0_g2_i1,Tbi_TRINITY_DN67376_c0_g1_i1
RBBH-6189,Tte_TRINITY_DN54312_c0_g1_i1,Tbi_TRINITY_DN52043_c0_g1_i1
RBBH-619,Tte_TRINITY_DN7584_c0_g1_i1,Tbi_TRINITY_DN61509_c0_g1_i1
RBBH-6190,Tte_TRINITY_DN48322_c0_g1_i1,Tbi_TRINITY_DN92637_c0_g1_i1
RBBH-6191,Tte_TRINITY_DN9629_c0_g1_i1,Tbi_TRINITY_DN18413_c0_g1_i1
RBBH-6192,Tte_TRINITY_DN28029_c0_g3_i1,Tbi_TRINITY_DN44194_c0_g1_i1
RBBH-6193,Tte_TRINITY_DN5774_c0_g2_i1,Tbi_TRINITY_DN64640_c0_g2_i2
RBBH-6194,Tte_TRINITY_DN30847_c0_g1_i1,Tbi_TRINITY_DN53224_c0_g1_i1
RBBH-6195,Tte_TRINITY_DN14103_c0_g1_i1,Tbi_TRINITY_DN64914_c0_g1_i3
RBBH-6196,Tte_TRINITY_DN24118_c0_g1_i1,Tbi_TRINITY_DN47556_c0_g1_i1
RBBH-6197,Tte_TRINITY_DN64329_c0_g1_i1,Tbi_TRINITY_DN32940_c0_g2_i1
RBBH-6199,Tte_TRINITY_DN20591_c3_g1_i1,Tbi_TRINITY_DN71500_c3_g1_i1
RBBH-62,Tte_TRINITY_DN51718_c0_g1_i1,Tbi_TRINITY_DN72221_c3_g1_i1
RBBH-6200,Tte_TRINITY_DN4556_c0_g1_i1,Tbi_TRINITY_DN61427_c0_g1_i1
RBBH-6201,Tte_TRINITY_DN29480_c5_g2_i1,Tbi_TRINITY_DN64565_c0_g1_i1
RBBH-6202,Tte_TRINITY_DN37254_c0_g1_i1,Tbi_TRINITY_DN84778_c0_g2_i1
RBBH-6203,Tte_TRINITY_DN9684_c0_g1_i1,Tbi_TRINITY_DN63303_c0_g1_i1
RBBH-6204,Tte_TRINITY_DN25643_c0_g2_i2,Tbi_TRINITY_DN55610_c0_g1_i1
RBBH-6205,Tte_TRINITY_DN13470_c0_g2_i1,Tbi_TRINITY_DN86381_c0_g1_i1
RBBH-6206,Tte_TRINITY_DN19759_c0_g1_i1,Tbi_TRINITY_DN58202_c0_g1_i1
RBBH-6208,Tte_TRINITY_DN29482_c10_g5_i1,Tbi_TRINITY_DN71299_c7_g1_i2
RBBH-6209,Tte_TRINITY_DN8106_c0_g1_i1,Tbi_TRINITY_DN31096_c0_g1_i1
RBBH-6210,Tte_TRINITY_DN8702_c0_g1_i1,Tbi_TRINITY_DN69151_c0_g1_i2
RBBH-6211,Tte_TRINITY_DN43398_c0_g1_i1,Tbi_TRINITY_DN26067_c0_g1_i1
RBBH-6212,Tte_TRINITY_DN29539_c5_g1_i1,Tbi_TRINITY_DN34762_c0_g1_i1
RBBH-6213,Tte_TRINITY_DN28961_c3_g1_i3,Tbi_TRINITY_DN72023_c3_g4_i1
RBBH-6214,Tte_TRINITY_DN15714_c0_g1_i1,Tbi_TRINITY_DN60421_c0_g1_i2
RBBH-6215,Tte_TRINITY_DN26327_c0_g2_i2,Tbi_TRINITY_DN65950_c0_g1_i3
RBBH-6216,Tte_TRINITY_DN71397_c0_g1_i1,Tbi_TRINITY_DN38730_c0_g1_i1
RBBH-6217,Tte_TRINITY_DN29475_c8_g1_i1,Tbi_TRINITY_DN61797_c2_g1_i1
RBBH-6218,Tte_TRINITY_DN18354_c0_g1_i1,Tbi_TRINITY_DN70422_c13_g1_i1
RBBH-6219,Tte_TRINITY_DN21499_c0_g2_i2,Tbi_TRINITY_DN69279_c0_g1_i1
RBBH-622,Tte_TRINITY_DN29418_c0_g2_i1,Tbi_TRINITY_DN71962_c0_g8_i6
RBBH-6220,Tte_TRINITY_DN4073_c0_g2_i1,Tbi_TRINITY_DN61052_c0_g1_i1
RBBH-6221,Tte_TRINITY_DN31610_c0_g1_i1,Tbi_TRINITY_DN60332_c0_g1_i1
RBBH-6222,Tte_TRINITY_DN25186_c0_g1_i1,Tbi_TRINITY_DN52518_c0_g1_i3
RBBH-6223,Tte_TRINITY_DN25775_c5_g1_i1,Tbi_TRINITY_DN70005_c3_g10_i1
RBBH-6224,Tte_TRINITY_DN64521_c0_g1_i1,Tbi_TRINITY_DN66817_c3_g2_i1
RBBH-6225,Tte_TRINITY_DN11110_c0_g2_i1,Tbi_TRINITY_DN26092_c0_g1_i1
RBBH-6227,Tte_TRINITY_DN28940_c8_g2_i1,Tbi_TRINITY_DN57295_c0_g1_i1
RBBH-6228,Tte_TRINITY_DN2157_c0_g1_i1,Tbi_TRINITY_DN46271_c0_g1_i1
RBBH-6229,Tte_TRINITY_DN28459_c0_g1_i4,Tbi_TRINITY_DN70857_c0_g1_i2
RBBH-623,Tte_TRINITY_DN18701_c1_g1_i1,Tbi_TRINITY_DN57458_c1_g1_i1
RBBH-6230,Tte_TRINITY_DN29124_c1_g2_i1,Tbi_TRINITY_DN69887_c8_g1_i1
RBBH-6232,Tte_TRINITY_DN3525_c0_g2_i1,Tbi_TRINITY_DN64226_c0_g1_i2
RBBH-6233,Tte_TRINITY_DN3935_c0_g1_i1,Tbi_TRINITY_DN66288_c0_g1_i2
RBBH-6234,Tte_TRINITY_DN63882_c0_g1_i1,Tbi_TRINITY_DN70235_c0_g1_i1
RBBH-6235,Tte_TRINITY_DN1805_c0_g2_i1,Tbi_TRINITY_DN51217_c0_g1_i1
RBBH-6236,Tte_TRINITY_DN65197_c0_g1_i1,Tbi_TRINITY_DN67391_c3_g8_i1
RBBH-6237,Tte_TRINITY_DN30791_c0_g1_i1,Tbi_TRINITY_DN40362_c0_g1_i1
RBBH-6238,Tte_TRINITY_DN7934_c0_g1_i1,Tbi_TRINITY_DN45273_c0_g2_i1
RBBH-6239,Tte_TRINITY_DN29355_c5_g3_i1,Tbi_TRINITY_DN71572_c0_g1_i1
RBBH-624,Tte_TRINITY_DN26713_c1_g1_i1,Tbi_TRINITY_DN61542_c1_g1_i3
RBBH-6240,Tte_TRINITY_DN25152_c0_g1_i1,Tbi_TRINITY_DN69023_c2_g1_i1
RBBH-6241,Tte_TRINITY_DN63715_c0_g2_i1,Tbi_TRINITY_DN69813_c5_g1_i1
RBBH-6242,Tte_TRINITY_DN29130_c9_g2_i1,Tbi_TRINITY_DN54030_c1_g2_i1
RBBH-6243,Tte_TRINITY_DN21837_c0_g2_i1,Tbi_TRINITY_DN67273_c0_g3_i1
RBBH-6244,Tte_TRINITY_DN29777_c1_g1_i10,Tbi_TRINITY_DN71922_c0_g9_i2
RBBH-6245,Tte_TRINITY_DN49413_c0_g1_i1,Tbi_TRINITY_DN55362_c0_g1_i1
RBBH-6246,Tte_TRINITY_DN24010_c0_g1_i1,Tbi_TRINITY_DN65127_c0_g1_i1
RBBH-6247,Tte_TRINITY_DN24864_c0_g1_i1,Tbi_TRINITY_DN71267_c0_g1_i1
RBBH-6249,Tte_TRINITY_DN27901_c1_g1_i1,Tbi_TRINITY_DN100452_c0_g1_i1
RBBH-625,Tte_TRINITY_DN10095_c0_g1_i1,Tbi_TRINITY_DN32621_c0_g1_i1
RBBH-6250,Tte_TRINITY_DN5641_c0_g1_i1,Tbi_TRINITY_DN69642_c0_g2_i1
RBBH-6251,Tte_TRINITY_DN29707_c2_g5_i1,Tbi_TRINITY_DN9410_c0_g1_i1
RBBH-6252,Tte_TRINITY_DN29616_c3_g12_i1,Tbi_TRINITY_DN69488_c6_g2_i1
RBBH-6253,Tte_TRINITY_DN11821_c0_g1_i1,Tbi_TRINITY_DN62268_c1_g1_i1
RBBH-6254,Tte_TRINITY_DN3997_c0_g1_i1,Tbi_TRINITY_DN47155_c0_g1_i1
RBBH-6255,Tte_TRINITY_DN57990_c0_g1_i1,Tbi_TRINITY_DN61365_c0_g1_i1
RBBH-6256,Tte_TRINITY_DN15392_c1_g1_i1,Tbi_TRINITY_DN72138_c1_g1_i1
RBBH-6257,Tte_TRINITY_DN25778_c0_g1_i1,Tbi_TRINITY_DN63000_c0_g1_i1
RBBH-6258,Tte_TRINITY_DN77225_c0_g1_i1,Tbi_TRINITY_DN19422_c0_g1_i1
RBBH-6259,Tte_TRINITY_DN61992_c0_g1_i1,Tbi_TRINITY_DN71389_c9_g1_i1
RBBH-626,Tte_TRINITY_DN21279_c0_g1_i1,Tbi_TRINITY_DN70063_c2_g2_i1
RBBH-6261,Tte_TRINITY_DN12586_c0_g2_i1,Tbi_TRINITY_DN49234_c0_g1_i1
RBBH-6262,Tte_TRINITY_DN27167_c1_g4_i1,Tbi_TRINITY_DN64120_c2_g1_i1
RBBH-6263,Tte_TRINITY_DN64260_c0_g1_i1,Tbi_TRINITY_DN71607_c0_g1_i1
RBBH-6264,Tte_TRINITY_DN47898_c0_g1_i1,Tbi_TRINITY_DN69668_c7_g1_i2
RBBH-6266,Tte_TRINITY_DN13602_c0_g1_i1,Tbi_TRINITY_DN60899_c1_g1_i1
RBBH-6267,Tte_TRINITY_DN39670_c0_g1_i1,Tbi_TRINITY_DN71357_c0_g1_i2
RBBH-6268,Tte_TRINITY_DN22572_c1_g1_i1,Tbi_TRINITY_DN70650_c2_g7_i1
RBBH-6269,Tte_TRINITY_DN30797_c0_g1_i1,Tbi_TRINITY_DN27995_c0_g1_i1
RBBH-627,Tte_TRINITY_DN26168_c3_g1_i1,Tbi_TRINITY_DN61239_c1_g1_i1
RBBH-6270,Tte_TRINITY_DN23554_c0_g1_i1,Tbi_TRINITY_DN63210_c0_g1_i1
RBBH-6271,Tte_TRINITY_DN73647_c0_g1_i1,Tbi_TRINITY_DN51403_c0_g1_i1
RBBH-6272,Tte_TRINITY_DN29031_c0_g1_i1,Tbi_TRINITY_DN39949_c0_g1_i1
RBBH-6273,Tte_TRINITY_DN43055_c0_g1_i1,Tbi_TRINITY_DN33865_c0_g1_i1
RBBH-6274,Tte_TRINITY_DN8710_c0_g2_i1,Tbi_TRINITY_DN50183_c0_g1_i1
RBBH-6275,Tte_TRINITY_DN6008_c0_g1_i1,Tbi_TRINITY_DN71933_c5_g1_i1
RBBH-6276,Tte_TRINITY_DN20571_c0_g1_i1,Tbi_TRINITY_DN57771_c0_g2_i1
RBBH-6277,Tte_TRINITY_DN54599_c0_g1_i1,Tbi_TRINITY_DN106705_c0_g2_i1
RBBH-6278,Tte_TRINITY_DN504_c0_g1_i1,Tbi_TRINITY_DN67240_c3_g1_i1
RBBH-6279,Tte_TRINITY_DN21926_c0_g1_i3,Tbi_TRINITY_DN61541_c0_g2_i1
RBBH-628,Tte_TRINITY_DN29036_c6_g16_i1,Tbi_TRINITY_DN29685_c0_g1_i1
RBBH-6280,Tte_TRINITY_DN64093_c0_g1_i1,Tbi_TRINITY_DN69144_c2_g4_i1
RBBH-6281,Tte_TRINITY_DN29803_c0_g2_i8,Tbi_TRINITY_DN72350_c1_g2_i3
RBBH-6283,Tte_TRINITY_DN26515_c1_g2_i1,Tbi_TRINITY_DN54898_c0_g1_i1
RBBH-6284,Tte_TRINITY_DN36700_c0_g1_i1,Tbi_TRINITY_DN57220_c0_g1_i1
RBBH-6285,Tte_TRINITY_DN21676_c0_g1_i1,Tbi_TRINITY_DN59755_c0_g1_i1
RBBH-6286,Tte_TRINITY_DN27840_c0_g1_i1,Tbi_TRINITY_DN62577_c0_g2_i2
RBBH-6287,Tte_TRINITY_DN41939_c0_g1_i1,Tbi_TRINITY_DN71522_c1_g1_i1
RBBH-6288,Tte_TRINITY_DN21249_c0_g2_i1,Tbi_TRINITY_DN58225_c0_g1_i1
RBBH-6289,Tte_TRINITY_DN57833_c0_g1_i1,Tbi_TRINITY_DN38269_c0_g1_i2
RBBH-629,Tte_TRINITY_DN40176_c1_g1_i1,Tbi_TRINITY_DN71776_c4_g2_i1
RBBH-6290,Tte_TRINITY_DN45304_c0_g1_i1,Tbi_TRINITY_DN84253_c0_g1_i1
RBBH-6291,Tte_TRINITY_DN29205_c0_g1_i2,Tbi_TRINITY_DN69940_c0_g1_i3
RBBH-6292,Tte_TRINITY_DN6866_c0_g2_i1,Tbi_TRINITY_DN62876_c0_g1_i1
RBBH-6293,Tte_TRINITY_DN36214_c0_g1_i1,Tbi_TRINITY_DN51365_c0_g1_i1
RBBH-6294,Tte_TRINITY_DN29909_c10_g1_i1,Tbi_TRINITY_DN65233_c0_g1_i2
RBBH-6296,Tte_TRINITY_DN18105_c0_g3_i1,Tbi_TRINITY_DN65977_c0_g1_i1
RBBH-6297,Tte_TRINITY_DN22966_c0_g1_i1,Tbi_TRINITY_DN68258_c1_g1_i2
RBBH-6299,Tte_TRINITY_DN29211_c0_g1_i1,Tbi_TRINITY_DN69591_c3_g14_i1
RBBH-630,Tte_TRINITY_DN78353_c0_g1_i1,Tbi_TRINITY_DN103264_c0_g1_i1
RBBH-6300,Tte_TRINITY_DN27802_c0_g2_i1,Tbi_TRINITY_DN69022_c0_g1_i1
RBBH-6301,Tte_TRINITY_DN13515_c0_g3_i1,Tbi_TRINITY_DN42459_c0_g1_i1
RBBH-6302,Tte_TRINITY_DN7231_c0_g1_i1,Tbi_TRINITY_DN46892_c0_g1_i1
RBBH-6303,Tte_TRINITY_DN27560_c0_g3_i1,Tbi_TRINITY_DN51464_c0_g1_i1
RBBH-6304,Tte_TRINITY_DN76907_c0_g1_i1,Tbi_TRINITY_DN37344_c0_g1_i1
RBBH-6305,Tte_TRINITY_DN7790_c0_g1_i1,Tbi_TRINITY_DN47515_c1_g1_i1
RBBH-6306,Tte_TRINITY_DN29598_c7_g21_i1,Tbi_TRINITY_DN71827_c8_g21_i1
RBBH-6307,Tte_TRINITY_DN64152_c0_g1_i1,Tbi_TRINITY_DN27513_c0_g1_i1
RBBH-6308,Tte_TRINITY_DN21418_c0_g2_i1,Tbi_TRINITY_DN71384_c7_g1_i1
RBBH-6309,Tte_TRINITY_DN26096_c1_g3_i1,Tbi_TRINITY_DN42500_c0_g4_i1
RBBH-631,Tte_TRINITY_DN9739_c0_g1_i1,Tbi_TRINITY_DN61462_c0_g1_i2
RBBH-6310,Tte_TRINITY_DN17823_c0_g1_i1,Tbi_TRINITY_DN67682_c1_g4_i1
RBBH-6311,Tte_TRINITY_DN19049_c0_g2_i1,Tbi_TRINITY_DN63310_c0_g1_i2
RBBH-6312,Tte_TRINITY_DN75958_c0_g1_i1,Tbi_TRINITY_DN68297_c0_g2_i1
RBBH-6313,Tte_TRINITY_DN31625_c0_g1_i1,Tbi_TRINITY_DN72724_c0_g1_i1
RBBH-6315,Tte_TRINITY_DN68943_c0_g1_i1,Tbi_TRINITY_DN70031_c0_g5_i1
RBBH-6316,Tte_TRINITY_DN38795_c0_g1_i1,Tbi_TRINITY_DN23626_c0_g1_i1
RBBH-6317,Tte_TRINITY_DN55633_c0_g1_i1,Tbi_TRINITY_DN67404_c0_g1_i1
RBBH-6318,Tte_TRINITY_DN26721_c0_g1_i1,Tbi_TRINITY_DN68147_c2_g1_i1
RBBH-6319,Tte_TRINITY_DN16379_c0_g1_i1,Tbi_TRINITY_DN58401_c0_g1_i1
RBBH-632,Tte_TRINITY_DN56365_c0_g1_i1,Tbi_TRINITY_DN57924_c0_g1_i1
RBBH-6320,Tte_TRINITY_DN29524_c6_g1_i5,Tbi_TRINITY_DN64947_c0_g1_i2
RBBH-6321,Tte_TRINITY_DN23752_c0_g1_i1,Tbi_TRINITY_DN41716_c0_g2_i1
RBBH-6322,Tte_TRINITY_DN20814_c0_g2_i1,Tbi_TRINITY_DN58038_c0_g1_i1
RBBH-6324,Tte_TRINITY_DN10277_c0_g1_i1,Tbi_TRINITY_DN8107_c0_g1_i1
RBBH-6325,Tte_TRINITY_DN24252_c0_g1_i1,Tbi_TRINITY_DN48089_c0_g1_i1
RBBH-6326,Tte_TRINITY_DN28277_c0_g2_i1,Tbi_TRINITY_DN69361_c0_g1_i6
RBBH-6327,Tte_TRINITY_DN26952_c0_g1_i3,Tbi_TRINITY_DN69702_c2_g1_i1
RBBH-6328,Tte_TRINITY_DN58725_c0_g2_i1,Tbi_TRINITY_DN70621_c7_g1_i1
RBBH-6329,Tte_TRINITY_DN47446_c0_g1_i1,Tbi_TRINITY_DN33171_c0_g1_i1
RBBH-633,Tte_TRINITY_DN21385_c0_g1_i2,Tbi_TRINITY_DN52106_c0_g1_i1
RBBH-6330,Tte_TRINITY_DN28837_c0_g1_i1,Tbi_TRINITY_DN60920_c1_g1_i1
RBBH-6331,Tte_TRINITY_DN29325_c1_g2_i1,Tbi_TRINITY_DN29614_c0_g1_i1
RBBH-6332,Tte_TRINITY_DN13402_c0_g2_i1,Tbi_TRINITY_DN32089_c0_g2_i1
RBBH-6333,Tte_TRINITY_DN28945_c6_g1_i1,Tbi_TRINITY_DN62983_c0_g1_i4
RBBH-6334,Tte_TRINITY_DN73504_c0_g1_i1,Tbi_TRINITY_DN71334_c0_g6_i1
RBBH-6335,Tte_TRINITY_DN28148_c0_g2_i2,Tbi_TRINITY_DN59563_c0_g1_i1
RBBH-6336,Tte_TRINITY_DN28884_c2_g1_i1,Tbi_TRINITY_DN72300_c6_g1_i2
RBBH-6337,Tte_TRINITY_DN63968_c0_g1_i1,Tbi_TRINITY_DN33263_c0_g1_i1
RBBH-6338,Tte_TRINITY_DN27523_c0_g1_i1,Tbi_TRINITY_DN70366_c0_g1_i8
RBBH-6339,Tte_TRINITY_DN38693_c0_g1_i1,Tbi_TRINITY_DN62822_c0_g1_i1
RBBH-634,Tte_TRINITY_DN29222_c6_g5_i3,Tbi_TRINITY_DN69400_c5_g2_i1
RBBH-6340,Tte_TRINITY_DN19421_c0_g1_i1,Tbi_TRINITY_DN68499_c1_g1_i1
RBBH-6341,Tte_TRINITY_DN29495_c5_g1_i1,Tbi_TRINITY_DN71712_c2_g3_i1
RBBH-6342,Tte_TRINITY_DN4699_c0_g1_i1,Tbi_TRINITY_DN64821_c0_g1_i1
RBBH-6343,Tte_TRINITY_DN29336_c3_g3_i1,Tbi_TRINITY_DN64856_c0_g1_i1
RBBH-6344,Tte_TRINITY_DN24428_c1_g1_i1,Tbi_TRINITY_DN16978_c0_g1_i1
RBBH-6346,Tte_TRINITY_DN54359_c0_g1_i1,Tbi_TRINITY_DN63572_c1_g1_i1
RBBH-6347,Tte_TRINITY_DN29474_c6_g1_i1,Tbi_TRINITY_DN70083_c0_g1_i2
RBBH-6348,Tte_TRINITY_DN73505_c0_g1_i1,Tbi_TRINITY_DN83523_c0_g1_i1
RBBH-6349,Tte_TRINITY_DN25972_c0_g2_i2,Tbi_TRINITY_DN70946_c1_g1_i4
RBBH-635,Tte_TRINITY_DN24085_c0_g1_i4,Tbi_TRINITY_DN64299_c0_g1_i1
RBBH-6350,Tte_TRINITY_DN26618_c0_g3_i1,Tbi_TRINITY_DN71708_c2_g5_i6
RBBH-6351,Tte_TRINITY_DN11140_c0_g1_i1,Tbi_TRINITY_DN61346_c0_g1_i1
RBBH-6352,Tte_TRINITY_DN74449_c0_g1_i1,Tbi_TRINITY_DN65159_c0_g1_i1
RBBH-6353,Tte_TRINITY_DN64668_c0_g1_i1,Tbi_TRINITY_DN23372_c0_g1_i1
RBBH-6354,Tte_TRINITY_DN28007_c0_g2_i2,Tbi_TRINITY_DN72233_c8_g1_i5
RBBH-6355,Tte_TRINITY_DN26889_c1_g1_i2,Tbi_TRINITY_DN58696_c0_g1_i2
RBBH-6356,Tte_TRINITY_DN75522_c0_g1_i1,Tbi_TRINITY_DN56284_c0_g1_i1
RBBH-6357,Tte_TRINITY_DN29768_c0_g4_i5,Tbi_TRINITY_DN72018_c1_g1_i5
RBBH-6358,Tte_TRINITY_DN1730_c0_g1_i1,Tbi_TRINITY_DN33560_c0_g2_i1
RBBH-636,Tte_TRINITY_DN76049_c1_g1_i1,Tbi_TRINITY_DN64924_c1_g1_i1
RBBH-6361,Tte_TRINITY_DN29659_c6_g4_i2,Tbi_TRINITY_DN71890_c10_g4_i1
RBBH-6362,Tte_TRINITY_DN63751_c0_g1_i1,Tbi_TRINITY_DN1900_c0_g1_i1
RBBH-6363,Tte_TRINITY_DN20120_c0_g1_i1,Tbi_TRINITY_DN52466_c0_g1_i1
RBBH-6364,Tte_TRINITY_DN4581_c0_g2_i1,Tbi_TRINITY_DN63067_c0_g1_i1
RBBH-6365,Tte_TRINITY_DN55607_c0_g1_i1,Tbi_TRINITY_DN64674_c0_g1_i1
RBBH-6368,Tte_TRINITY_DN3964_c0_g1_i1,Tbi_TRINITY_DN48752_c0_g1_i1
RBBH-6369,Tte_TRINITY_DN37039_c0_g1_i1,Tbi_TRINITY_DN70727_c0_g1_i1
RBBH-637,Tte_TRINITY_DN79013_c0_g1_i1,Tbi_TRINITY_DN53220_c0_g1_i1
RBBH-6370,Tte_TRINITY_DN28488_c1_g1_i1,Tbi_TRINITY_DN68196_c0_g1_i2
RBBH-6371,Tte_TRINITY_DN64154_c0_g1_i1,Tbi_TRINITY_DN86260_c0_g1_i1
RBBH-6372,Tte_TRINITY_DN65992_c0_g1_i1,Tbi_TRINITY_DN67590_c3_g3_i1
RBBH-6373,Tte_TRINITY_DN29813_c16_g1_i1,Tbi_TRINITY_DN70205_c5_g1_i1
RBBH-6374,Tte_TRINITY_DN26529_c0_g1_i1,Tbi_TRINITY_DN61993_c0_g1_i3
RBBH-6375,Tte_TRINITY_DN26302_c1_g1_i1,Tbi_TRINITY_DN60544_c2_g1_i1
RBBH-6376,Tte_TRINITY_DN19448_c0_g1_i1,Tbi_TRINITY_DN71464_c0_g1_i1
RBBH-6378,Tte_TRINITY_DN30434_c0_g1_i1,Tbi_TRINITY_DN11675_c0_g1_i1
RBBH-6379,Tte_TRINITY_DN75698_c0_g1_i1,Tbi_TRINITY_DN26773_c0_g1_i1
RBBH-638,Tte_TRINITY_DN17941_c0_g2_i1,Tbi_TRINITY_DN65756_c0_g3_i1
RBBH-6381,Tte_TRINITY_DN4684_c0_g1_i1,Tbi_TRINITY_DN62925_c0_g1_i1
RBBH-6382,Tte_TRINITY_DN3819_c0_g1_i1,Tbi_TRINITY_DN31925_c0_g1_i1
RBBH-6383,Tte_TRINITY_DN29887_c9_g7_i1,Tbi_TRINITY_DN63098_c0_g1_i1
RBBH-6385,Tte_TRINITY_DN25802_c0_g2_i1,Tbi_TRINITY_DN69791_c0_g1_i1
RBBH-6387,Tte_TRINITY_DN7766_c0_g2_i1,Tbi_TRINITY_DN71818_c10_g13_i1
RBBH-6388,Tte_TRINITY_DN17752_c0_g1_i1,Tbi_TRINITY_DN67163_c1_g1_i1
RBBH-6389,Tte_TRINITY_DN21200_c1_g1_i1,Tbi_TRINITY_DN36034_c0_g1_i1
RBBH-6390,Tte_TRINITY_DN29757_c5_g3_i1,Tbi_TRINITY_DN68071_c0_g1_i1
RBBH-6391,Tte_TRINITY_DN25578_c0_g1_i5,Tbi_TRINITY_DN72258_c2_g3_i1
RBBH-6393,Tte_TRINITY_DN11967_c0_g2_i1,Tbi_TRINITY_DN56911_c0_g1_i1
RBBH-6394,Tte_TRINITY_DN35092_c0_g1_i1,Tbi_TRINITY_DN61200_c0_g1_i1
RBBH-6395,Tte_TRINITY_DN7432_c0_g2_i1,Tbi_TRINITY_DN68726_c0_g2_i1
RBBH-6396,Tte_TRINITY_DN10352_c0_g2_i1,Tbi_TRINITY_DN93644_c0_g1_i1
