Match_col,Tsi,Tcm
RBBH-5940,Tsi_TRINITY_DN16953_c0_g1_i1,Tcm_TRINITY_DN87085_c0_g1_i1
RBBH-5941,Tsi_TRINITY_DN31870_c2_g2_i8,Tcm_TRINITY_DN103472_c0_g1_i13
RBBH-5943,Tsi_TRINITY_DN31199_c0_g1_i1,Tcm_TRINITY_DN99719_c4_g2_i2
RBBH-5944,Tsi_TRINITY_DN28640_c2_g1_i1,Tcm_TRINITY_DN99518_c2_g1_i1
RBBH-5946,Tsi_TRINITY_DN42595_c0_g1_i1,Tcm_TRINITY_DN40965_c0_g2_i1
RBBH-5947,Tsi_TRINITY_DN31763_c17_g1_i1,Tcm_TRINITY_DN98660_c0_g1_i1
RBBH-5948,Tsi_TRINITY_DN30517_c3_g1_i1,Tcm_TRINITY_DN100842_c0_g2_i1
RBBH-5949,Tsi_TRINITY_DN31005_c0_g1_i5,Tcm_TRINITY_DN105429_c0_g1_i2
RBBH-595,Tsi_TRINITY_DN30462_c9_g1_i1,Tcm_TRINITY_DN100282_c3_g2_i1
RBBH-5950,Tsi_TRINITY_DN14018_c0_g1_i1,Tcm_TRINITY_DN91145_c0_g1_i1
RBBH-5951,Tsi_TRINITY_DN30789_c2_g2_i1,Tcm_TRINITY_DN102634_c0_g1_i3
RBBH-5952,Tsi_TRINITY_DN30909_c0_g1_i1,Tcm_TRINITY_DN97163_c0_g1_i3
RBBH-5953,Tsi_TRINITY_DN51394_c0_g1_i1,Tcm_TRINITY_DN77230_c0_g1_i1
RBBH-5954,Tsi_TRINITY_DN56835_c0_g1_i1,Tcm_TRINITY_DN100993_c2_g1_i1
RBBH-5955,Tsi_TRINITY_DN31391_c2_g1_i1,Tcm_TRINITY_DN98952_c2_g4_i1
RBBH-5956,Tsi_TRINITY_DN16636_c0_g1_i1,Tcm_TRINITY_DN104090_c0_g1_i1
RBBH-5957,Tsi_TRINITY_DN14298_c0_g2_i1,Tcm_TRINITY_DN74539_c0_g1_i1
RBBH-5958,Tsi_TRINITY_DN31343_c0_g2_i1,Tcm_TRINITY_DN107141_c0_g3_i2
RBBH-5959,Tsi_TRINITY_DN22040_c1_g1_i1,Tcm_TRINITY_DN105823_c12_g1_i1
RBBH-596,Tsi_TRINITY_DN7574_c0_g1_i1,Tcm_TRINITY_DN104466_c0_g2_i4
RBBH-5960,Tsi_TRINITY_DN44161_c0_g1_i1,Tcm_TRINITY_DN74821_c0_g1_i1
RBBH-5961,Tsi_TRINITY_DN22607_c0_g1_i2,Tcm_TRINITY_DN82979_c0_g1_i1
RBBH-5962,Tsi_TRINITY_DN54509_c0_g1_i1,Tcm_TRINITY_DN102413_c3_g1_i1
RBBH-5963,Tsi_TRINITY_DN30691_c1_g2_i1,Tcm_TRINITY_DN106854_c0_g14_i1
RBBH-5964,Tsi_TRINITY_DN48210_c0_g1_i1,Tcm_TRINITY_DN93573_c0_g1_i1
RBBH-5965,Tsi_TRINITY_DN26435_c0_g1_i1,Tcm_TRINITY_DN87737_c0_g1_i1
RBBH-5966,Tsi_TRINITY_DN41009_c0_g1_i1,Tcm_TRINITY_DN85997_c0_g1_i1
RBBH-5967,Tsi_TRINITY_DN31648_c0_g1_i1,Tcm_TRINITY_DN105916_c8_g1_i2
RBBH-5968,Tsi_TRINITY_DN31683_c1_g1_i1,Tcm_TRINITY_DN107030_c0_g1_i2
RBBH-5969,Tsi_TRINITY_DN56255_c0_g1_i1,Tcm_TRINITY_DN71534_c0_g1_i1
RBBH-597,Tsi_TRINITY_DN6407_c0_g2_i1,Tcm_TRINITY_DN102497_c4_g1_i1
RBBH-5971,Tsi_TRINITY_DN54884_c0_g1_i1,Tcm_TRINITY_DN59972_c0_g1_i1
RBBH-5973,Tsi_TRINITY_DN64192_c0_g1_i1,Tcm_TRINITY_DN105673_c1_g2_i1
RBBH-5974,Tsi_TRINITY_DN16924_c0_g1_i1,Tcm_TRINITY_DN101855_c0_g2_i1
RBBH-5975,Tsi_TRINITY_DN31936_c13_g10_i1,Tcm_TRINITY_DN101896_c0_g4_i1
RBBH-5976,Tsi_TRINITY_DN30171_c0_g1_i1,Tcm_TRINITY_DN101334_c0_g1_i1
RBBH-5977,Tsi_TRINITY_DN28171_c0_g1_i3,Tcm_TRINITY_DN104551_c0_g1_i1
RBBH-5978,Tsi_TRINITY_DN58671_c0_g1_i1,Tcm_TRINITY_DN81512_c0_g1_i1
RBBH-5979,Tsi_TRINITY_DN46488_c0_g1_i1,Tcm_TRINITY_DN57797_c0_g1_i1
RBBH-598,Tsi_TRINITY_DN26903_c0_g5_i1,Tcm_TRINITY_DN98209_c0_g1_i1
RBBH-5980,Tsi_TRINITY_DN29343_c0_g1_i1,Tcm_TRINITY_DN97754_c0_g1_i1
RBBH-5981,Tsi_TRINITY_DN26128_c0_g2_i1,Tcm_TRINITY_DN99439_c0_g4_i2
RBBH-5983,Tsi_TRINITY_DN13101_c0_g1_i1,Tcm_TRINITY_DN103343_c0_g1_i1
RBBH-5985,Tsi_TRINITY_DN63255_c0_g1_i1,Tcm_TRINITY_DN92811_c0_g1_i1
RBBH-5986,Tsi_TRINITY_DN742_c0_g1_i1,Tcm_TRINITY_DN107199_c3_g1_i1
RBBH-5987,Tsi_TRINITY_DN10042_c0_g1_i1,Tcm_TRINITY_DN106071_c2_g3_i3
RBBH-5988,Tsi_TRINITY_DN19339_c0_g1_i1,Tcm_TRINITY_DN103555_c0_g1_i2
RBBH-5989,Tsi_TRINITY_DN18966_c1_g1_i1,Tcm_TRINITY_DN95366_c4_g1_i1
RBBH-599,Tsi_TRINITY_DN24559_c0_g1_i1,Tcm_TRINITY_DN92376_c0_g1_i1
RBBH-5990,Tsi_TRINITY_DN18004_c0_g1_i1,Tcm_TRINITY_DN100949_c0_g2_i1
RBBH-5991,Tsi_TRINITY_DN22761_c0_g3_i1,Tcm_TRINITY_DN103934_c0_g1_i1
RBBH-5993,Tsi_TRINITY_DN31459_c0_g1_i1,Tcm_TRINITY_DN105572_c0_g7_i1
RBBH-5994,Tsi_TRINITY_DN39063_c0_g1_i1,Tcm_TRINITY_DN75184_c0_g1_i1
RBBH-5995,Tsi_TRINITY_DN50296_c0_g1_i1,Tcm_TRINITY_DN68828_c0_g1_i1
RBBH-5996,Tsi_TRINITY_DN37359_c0_g1_i1,Tcm_TRINITY_DN102470_c0_g1_i1
RBBH-5997,Tsi_TRINITY_DN3647_c0_g1_i1,Tcm_TRINITY_DN135222_c0_g1_i1
RBBH-5998,Tsi_TRINITY_DN32186_c0_g1_i1,Tcm_TRINITY_DN95083_c0_g1_i1
RBBH-5999,Tsi_TRINITY_DN2488_c0_g2_i1,Tcm_TRINITY_DN99765_c0_g1_i1
RBBH-6,Tsi_TRINITY_DN18731_c0_g1_i1,Tcm_TRINITY_DN94427_c0_g1_i1
RBBH-60,Tsi_TRINITY_DN6365_c0_g2_i1,Tcm_TRINITY_DN56909_c0_g1_i1
RBBH-600,Tsi_TRINITY_DN27610_c0_g1_i1,Tcm_TRINITY_DN91010_c1_g2_i1
RBBH-6000,Tsi_TRINITY_DN30465_c1_g1_i12,Tcm_TRINITY_DN105059_c0_g1_i13
RBBH-6001,Tsi_TRINITY_DN27865_c0_g1_i1,Tcm_TRINITY_DN98878_c1_g1_i3
RBBH-6002,Tsi_TRINITY_DN30451_c6_g3_i1,Tcm_TRINITY_DN97985_c3_g4_i1
RBBH-6003,Tsi_TRINITY_DN21840_c0_g1_i2,Tcm_TRINITY_DN84059_c0_g1_i1
RBBH-6004,Tsi_TRINITY_DN41483_c0_g1_i1,Tcm_TRINITY_DN83214_c0_g1_i1
RBBH-6005,Tsi_TRINITY_DN32953_c0_g1_i1,Tcm_TRINITY_DN123937_c0_g1_i1
RBBH-6006,Tsi_TRINITY_DN30424_c4_g1_i1,Tcm_TRINITY_DN92147_c1_g2_i1
RBBH-6007,Tsi_TRINITY_DN32048_c0_g1_i1,Tcm_TRINITY_DN107135_c2_g4_i1
RBBH-6008,Tsi_TRINITY_DN52643_c0_g1_i1,Tcm_TRINITY_DN33079_c0_g1_i1
RBBH-6009,Tsi_TRINITY_DN62461_c0_g1_i1,Tcm_TRINITY_DN43046_c0_g1_i1
RBBH-601,Tsi_TRINITY_DN8461_c0_g1_i1,Tcm_TRINITY_DN101906_c0_g1_i3
RBBH-6010,Tsi_TRINITY_DN30602_c0_g2_i3,Tcm_TRINITY_DN101554_c0_g4_i6
RBBH-6011,Tsi_TRINITY_DN12174_c0_g1_i1,Tcm_TRINITY_DN83693_c0_g1_i1
RBBH-6012,Tsi_TRINITY_DN53016_c0_g1_i1,Tcm_TRINITY_DN102542_c0_g4_i2
RBBH-6013,Tsi_TRINITY_DN31081_c0_g1_i1,Tcm_TRINITY_DN80013_c0_g1_i1
RBBH-6014,Tsi_TRINITY_DN47410_c0_g1_i1,Tcm_TRINITY_DN68435_c0_g1_i1
RBBH-6015,Tsi_TRINITY_DN2486_c0_g2_i1,Tcm_TRINITY_DN67730_c0_g1_i1
RBBH-6016,Tsi_TRINITY_DN21233_c0_g1_i1,Tcm_TRINITY_DN103927_c0_g2_i1
RBBH-6017,Tsi_TRINITY_DN60951_c0_g1_i1,Tcm_TRINITY_DN102884_c6_g1_i1
RBBH-6018,Tsi_TRINITY_DN32064_c4_g5_i1,Tcm_TRINITY_DN91946_c0_g1_i1
RBBH-6019,Tsi_TRINITY_DN31247_c1_g4_i3,Tcm_TRINITY_DN102924_c1_g1_i7
RBBH-602,Tsi_TRINITY_DN39336_c0_g1_i1,Tcm_TRINITY_DN99085_c0_g1_i1
RBBH-6020,Tsi_TRINITY_DN17464_c0_g1_i1,Tcm_TRINITY_DN101394_c2_g2_i1
RBBH-6021,Tsi_TRINITY_DN68632_c0_g1_i1,Tcm_TRINITY_DN5437_c0_g1_i1
RBBH-6022,Tsi_TRINITY_DN4066_c0_g1_i1,Tcm_TRINITY_DN119453_c0_g1_i1
RBBH-6023,Tsi_TRINITY_DN39702_c0_g1_i1,Tcm_TRINITY_DN85855_c0_g1_i1
RBBH-6024,Tsi_TRINITY_DN31811_c0_g8_i1,Tcm_TRINITY_DN102687_c0_g9_i1
RBBH-6025,Tsi_TRINITY_DN54379_c0_g1_i1,Tcm_TRINITY_DN97650_c0_g2_i1
RBBH-6026,Tsi_TRINITY_DN30379_c0_g2_i1,Tcm_TRINITY_DN106272_c5_g1_i1
RBBH-6027,Tsi_TRINITY_DN12547_c0_g1_i1,Tcm_TRINITY_DN92106_c0_g1_i1
RBBH-6028,Tsi_TRINITY_DN13746_c0_g1_i1,Tcm_TRINITY_DN105359_c0_g2_i1
RBBH-6029,Tsi_TRINITY_DN29425_c0_g1_i1,Tcm_TRINITY_DN104234_c9_g5_i1
RBBH-603,Tsi_TRINITY_DN23530_c0_g1_i1,Tcm_TRINITY_DN94382_c1_g1_i1
RBBH-6031,Tsi_TRINITY_DN879_c0_g1_i1,Tcm_TRINITY_DN86319_c0_g1_i1
RBBH-6032,Tsi_TRINITY_DN30954_c0_g1_i1,Tcm_TRINITY_DN102267_c0_g2_i2
RBBH-6033,Tsi_TRINITY_DN63582_c0_g1_i1,Tcm_TRINITY_DN97651_c0_g1_i1
RBBH-6034,Tsi_TRINITY_DN19386_c0_g1_i1,Tcm_TRINITY_DN59020_c0_g1_i1
RBBH-6035,Tsi_TRINITY_DN31567_c0_g3_i1,Tcm_TRINITY_DN100731_c0_g7_i1
RBBH-6037,Tsi_TRINITY_DN2365_c0_g2_i1,Tcm_TRINITY_DN104312_c12_g5_i1
RBBH-6038,Tsi_TRINITY_DN4386_c0_g1_i1,Tcm_TRINITY_DN115227_c0_g1_i1
RBBH-6039,Tsi_TRINITY_DN28584_c0_g2_i7,Tcm_TRINITY_DN93068_c0_g3_i4
RBBH-604,Tsi_TRINITY_DN12507_c0_g1_i1,Tcm_TRINITY_DN92518_c0_g1_i1
RBBH-6040,Tsi_TRINITY_DN28926_c0_g1_i3,Tcm_TRINITY_DN106256_c0_g9_i1
RBBH-6041,Tsi_TRINITY_DN31289_c3_g1_i1,Tcm_TRINITY_DN103598_c0_g2_i2
RBBH-6042,Tsi_TRINITY_DN52762_c0_g1_i1,Tcm_TRINITY_DN100356_c0_g1_i1
RBBH-6043,Tsi_TRINITY_DN31852_c0_g2_i4,Tcm_TRINITY_DN107317_c0_g1_i6
RBBH-6044,Tsi_TRINITY_DN70752_c0_g1_i1,Tcm_TRINITY_DN95636_c0_g1_i1
RBBH-6045,Tsi_TRINITY_DN25991_c2_g3_i2,Tcm_TRINITY_DN104294_c6_g2_i1
RBBH-6046,Tsi_TRINITY_DN31107_c7_g4_i1,Tcm_TRINITY_DN34074_c0_g1_i1
RBBH-6047,Tsi_TRINITY_DN66942_c0_g1_i1,Tcm_TRINITY_DN90949_c0_g1_i1
RBBH-6048,Tsi_TRINITY_DN2356_c0_g1_i1,Tcm_TRINITY_DN94542_c1_g1_i1
RBBH-6049,Tsi_TRINITY_DN28988_c0_g2_i2,Tcm_TRINITY_DN104342_c2_g1_i1
RBBH-605,Tsi_TRINITY_DN17525_c0_g2_i1,Tcm_TRINITY_DN104294_c10_g1_i1
RBBH-6050,Tsi_TRINITY_DN7251_c0_g2_i1,Tcm_TRINITY_DN93771_c0_g5_i2
RBBH-6051,Tsi_TRINITY_DN58214_c0_g1_i1,Tcm_TRINITY_DN51636_c0_g1_i1
RBBH-6052,Tsi_TRINITY_DN33483_c0_g1_i1,Tcm_TRINITY_DN95163_c4_g3_i2
RBBH-6053,Tsi_TRINITY_DN28315_c0_g1_i1,Tcm_TRINITY_DN106848_c0_g1_i1
RBBH-6054,Tsi_TRINITY_DN70509_c0_g1_i1,Tcm_TRINITY_DN73998_c0_g1_i1
RBBH-6055,Tsi_TRINITY_DN15039_c0_g2_i1,Tcm_TRINITY_DN98417_c0_g3_i2
RBBH-6056,Tsi_TRINITY_DN24235_c0_g1_i1,Tcm_TRINITY_DN84442_c1_g1_i1
RBBH-6057,Tsi_TRINITY_DN18741_c0_g1_i1,Tcm_TRINITY_DN93292_c2_g1_i1
RBBH-6059,Tsi_TRINITY_DN18520_c0_g1_i1,Tcm_TRINITY_DN101566_c0_g2_i5
RBBH-606,Tsi_TRINITY_DN27464_c0_g2_i1,Tcm_TRINITY_DN107144_c0_g1_i1
RBBH-6060,Tsi_TRINITY_DN31907_c0_g2_i1,Tcm_TRINITY_DN102332_c0_g1_i2
RBBH-6061,Tsi_TRINITY_DN16235_c0_g1_i1,Tcm_TRINITY_DN104894_c0_g2_i3
RBBH-6062,Tsi_TRINITY_DN48827_c0_g1_i1,Tcm_TRINITY_DN76127_c0_g1_i1
RBBH-6063,Tsi_TRINITY_DN24689_c0_g1_i2,Tcm_TRINITY_DN102497_c6_g2_i1
RBBH-6064,Tsi_TRINITY_DN59618_c0_g1_i1,Tcm_TRINITY_DN103014_c0_g1_i1
RBBH-6065,Tsi_TRINITY_DN42650_c0_g1_i1,Tcm_TRINITY_DN74610_c0_g1_i1
RBBH-6066,Tsi_TRINITY_DN4437_c0_g1_i1,Tcm_TRINITY_DN50791_c0_g1_i1
RBBH-6068,Tsi_TRINITY_DN17867_c0_g2_i1,Tcm_TRINITY_DN97725_c3_g6_i1
RBBH-6069,Tsi_TRINITY_DN29929_c0_g2_i1,Tcm_TRINITY_DN106505_c0_g4_i1
RBBH-607,Tsi_TRINITY_DN26706_c0_g2_i1,Tcm_TRINITY_DN103241_c0_g1_i1
RBBH-6070,Tsi_TRINITY_DN35169_c1_g1_i1,Tcm_TRINITY_DN103630_c2_g1_i1
RBBH-6071,Tsi_TRINITY_DN60752_c0_g1_i1,Tcm_TRINITY_DN92365_c0_g1_i1
RBBH-6072,Tsi_TRINITY_DN52793_c0_g1_i1,Tcm_TRINITY_DN74158_c0_g1_i1
RBBH-6073,Tsi_TRINITY_DN20172_c0_g1_i1,Tcm_TRINITY_DN105965_c0_g1_i3
RBBH-6074,Tsi_TRINITY_DN23985_c0_g2_i1,Tcm_TRINITY_DN105709_c0_g1_i1
RBBH-6075,Tsi_TRINITY_DN31802_c0_g1_i6,Tcm_TRINITY_DN89982_c1_g1_i1
RBBH-6076,Tsi_TRINITY_DN9699_c0_g1_i1,Tcm_TRINITY_DN93017_c0_g1_i1
RBBH-6077,Tsi_TRINITY_DN25333_c0_g1_i1,Tcm_TRINITY_DN104105_c0_g1_i1
RBBH-6078,Tsi_TRINITY_DN16556_c0_g2_i1,Tcm_TRINITY_DN105091_c0_g1_i2
RBBH-6079,Tsi_TRINITY_DN28724_c0_g1_i1,Tcm_TRINITY_DN104715_c3_g5_i1
RBBH-608,Tsi_TRINITY_DN66627_c0_g1_i1,Tcm_TRINITY_DN3477_c0_g1_i1
RBBH-6080,Tsi_TRINITY_DN18118_c0_g1_i1,Tcm_TRINITY_DN105736_c0_g2_i5
RBBH-6081,Tsi_TRINITY_DN26579_c0_g1_i1,Tcm_TRINITY_DN98326_c0_g1_i1
RBBH-6082,Tsi_TRINITY_DN542_c1_g1_i1,Tcm_TRINITY_DN106823_c2_g1_i1
RBBH-6083,Tsi_TRINITY_DN31496_c0_g1_i2,Tcm_TRINITY_DN107594_c1_g3_i1
RBBH-6085,Tsi_TRINITY_DN30737_c0_g1_i3,Tcm_TRINITY_DN102694_c8_g5_i1
RBBH-6086,Tsi_TRINITY_DN60255_c0_g1_i1,Tcm_TRINITY_DN102501_c0_g3_i1
RBBH-6087,Tsi_TRINITY_DN47596_c0_g1_i1,Tcm_TRINITY_DN92822_c0_g1_i1
RBBH-6088,Tsi_TRINITY_DN26041_c0_g2_i1,Tcm_TRINITY_DN104008_c0_g2_i4
RBBH-6089,Tsi_TRINITY_DN82_c1_g1_i1,Tcm_TRINITY_DN107112_c3_g2_i1
RBBH-609,Tsi_TRINITY_DN36142_c0_g1_i1,Tcm_TRINITY_DN106560_c5_g1_i1
RBBH-6090,Tsi_TRINITY_DN20532_c0_g1_i2,Tcm_TRINITY_DN106728_c1_g1_i6
RBBH-6091,Tsi_TRINITY_DN10147_c0_g1_i1,Tcm_TRINITY_DN95799_c1_g1_i1
RBBH-6092,Tsi_TRINITY_DN12927_c0_g1_i1,Tcm_TRINITY_DN29634_c0_g1_i1
RBBH-6093,Tsi_TRINITY_DN31748_c0_g1_i1,Tcm_TRINITY_DN107279_c3_g2_i9
RBBH-6094,Tsi_TRINITY_DN18703_c0_g1_i1,Tcm_TRINITY_DN100928_c0_g1_i1
RBBH-6095,Tsi_TRINITY_DN41103_c0_g1_i1,Tcm_TRINITY_DN74322_c0_g1_i1
RBBH-6096,Tsi_TRINITY_DN45752_c0_g1_i1,Tcm_TRINITY_DN84167_c0_g1_i1
RBBH-6097,Tsi_TRINITY_DN10828_c0_g1_i1,Tcm_TRINITY_DN104973_c0_g1_i1
RBBH-6098,Tsi_TRINITY_DN15071_c0_g1_i1,Tcm_TRINITY_DN107739_c4_g1_i3
RBBH-6099,Tsi_TRINITY_DN62238_c0_g1_i1,Tcm_TRINITY_DN86036_c0_g1_i1
RBBH-61,Tsi_TRINITY_DN22718_c0_g1_i2,Tcm_TRINITY_DN96326_c0_g1_i2
RBBH-610,Tsi_TRINITY_DN27441_c0_g1_i1,Tcm_TRINITY_DN81623_c0_g1_i1
RBBH-6100,Tsi_TRINITY_DN68518_c0_g1_i1,Tcm_TRINITY_DN91160_c1_g1_i1
RBBH-6101,Tsi_TRINITY_DN5952_c0_g1_i1,Tcm_TRINITY_DN98369_c0_g1_i1
RBBH-6102,Tsi_TRINITY_DN45803_c0_g1_i1,Tcm_TRINITY_DN106541_c0_g1_i1
RBBH-6103,Tsi_TRINITY_DN49331_c0_g1_i1,Tcm_TRINITY_DN69294_c0_g2_i1
RBBH-6104,Tsi_TRINITY_DN39468_c0_g1_i1,Tcm_TRINITY_DN100133_c0_g2_i1
RBBH-6105,Tsi_TRINITY_DN17696_c0_g1_i1,Tcm_TRINITY_DN71763_c0_g1_i1
RBBH-6106,Tsi_TRINITY_DN30767_c1_g1_i1,Tcm_TRINITY_DN102795_c13_g1_i1
RBBH-6107,Tsi_TRINITY_DN72170_c0_g1_i1,Tcm_TRINITY_DN78146_c0_g1_i1
RBBH-6108,Tsi_TRINITY_DN16400_c0_g1_i1,Tcm_TRINITY_DN82047_c0_g1_i1
RBBH-6109,Tsi_TRINITY_DN20361_c0_g1_i1,Tcm_TRINITY_DN88744_c0_g2_i1
RBBH-611,Tsi_TRINITY_DN25348_c0_g1_i1,Tcm_TRINITY_DN91713_c0_g1_i1
RBBH-6110,Tsi_TRINITY_DN29914_c0_g2_i1,Tcm_TRINITY_DN102118_c8_g2_i1
RBBH-6111,Tsi_TRINITY_DN19093_c0_g1_i1,Tcm_TRINITY_DN103388_c1_g1_i1
RBBH-6112,Tsi_TRINITY_DN69085_c0_g1_i1,Tcm_TRINITY_DN103990_c1_g1_i1
RBBH-6113,Tsi_TRINITY_DN11301_c0_g1_i1,Tcm_TRINITY_DN98539_c0_g1_i1
RBBH-6114,Tsi_TRINITY_DN46814_c0_g1_i1,Tcm_TRINITY_DN36587_c0_g1_i1
RBBH-6115,Tsi_TRINITY_DN32152_c2_g4_i1,Tcm_TRINITY_DN107855_c4_g6_i4
RBBH-6116,Tsi_TRINITY_DN20188_c2_g1_i1,Tcm_TRINITY_DN102968_c1_g1_i1
RBBH-6117,Tsi_TRINITY_DN41399_c0_g1_i1,Tcm_TRINITY_DN86780_c0_g1_i1
RBBH-6119,Tsi_TRINITY_DN10768_c0_g2_i1,Tcm_TRINITY_DN107347_c1_g1_i2
RBBH-612,Tsi_TRINITY_DN19151_c0_g1_i1,Tcm_TRINITY_DN107062_c2_g1_i1
RBBH-6120,Tsi_TRINITY_DN5447_c0_g2_i1,Tcm_TRINITY_DN70052_c0_g1_i1
RBBH-6121,Tsi_TRINITY_DN22423_c0_g1_i1,Tcm_TRINITY_DN90474_c0_g1_i2
RBBH-6122,Tsi_TRINITY_DN26882_c1_g1_i1,Tcm_TRINITY_DN104790_c0_g1_i1
RBBH-6123,Tsi_TRINITY_DN34182_c0_g1_i1,Tcm_TRINITY_DN73199_c0_g1_i1
RBBH-6124,Tsi_TRINITY_DN27771_c0_g1_i1,Tcm_TRINITY_DN99680_c0_g1_i1
RBBH-6125,Tsi_TRINITY_DN69379_c0_g1_i1,Tcm_TRINITY_DN91165_c0_g1_i1
RBBH-6126,Tsi_TRINITY_DN13117_c0_g1_i1,Tcm_TRINITY_DN86385_c0_g1_i1
RBBH-6128,Tsi_TRINITY_DN15956_c1_g1_i1,Tcm_TRINITY_DN106495_c1_g1_i1
RBBH-6129,Tsi_TRINITY_DN69112_c0_g2_i1,Tcm_TRINITY_DN105551_c0_g1_i2
RBBH-613,Tsi_TRINITY_DN7632_c0_g1_i1,Tcm_TRINITY_DN105620_c1_g2_i1
RBBH-6130,Tsi_TRINITY_DN62081_c0_g1_i1,Tcm_TRINITY_DN88578_c0_g1_i1
RBBH-6131,Tsi_TRINITY_DN31137_c8_g1_i1,Tcm_TRINITY_DN100375_c0_g1_i2
RBBH-6132,Tsi_TRINITY_DN19124_c0_g1_i1,Tcm_TRINITY_DN104036_c0_g1_i4
RBBH-6133,Tsi_TRINITY_DN53682_c0_g1_i1,Tcm_TRINITY_DN101436_c0_g2_i1
RBBH-6134,Tsi_TRINITY_DN53516_c0_g1_i1,Tcm_TRINITY_DN100938_c0_g1_i2
RBBH-6135,Tsi_TRINITY_DN25119_c0_g1_i1,Tcm_TRINITY_DN91903_c0_g1_i1
RBBH-6136,Tsi_TRINITY_DN28737_c0_g4_i1,Tcm_TRINITY_DN100052_c0_g2_i1
RBBH-6137,Tsi_TRINITY_DN38035_c0_g1_i1,Tcm_TRINITY_DN85865_c0_g2_i3
RBBH-6138,Tsi_TRINITY_DN31312_c7_g1_i1,Tcm_TRINITY_DN95670_c1_g1_i1
RBBH-6139,Tsi_TRINITY_DN30707_c0_g1_i1,Tcm_TRINITY_DN101919_c0_g1_i1
RBBH-6140,Tsi_TRINITY_DN13222_c0_g1_i1,Tcm_TRINITY_DN106231_c0_g1_i3
RBBH-6141,Tsi_TRINITY_DN28743_c0_g1_i1,Tcm_TRINITY_DN100418_c0_g1_i1
RBBH-6142,Tsi_TRINITY_DN27482_c0_g1_i1,Tcm_TRINITY_DN105181_c2_g3_i1
RBBH-6143,Tsi_TRINITY_DN30808_c0_g1_i1,Tcm_TRINITY_DN99416_c0_g1_i1
RBBH-6144,Tsi_TRINITY_DN55216_c0_g1_i1,Tcm_TRINITY_DN101726_c3_g2_i1
RBBH-6145,Tsi_TRINITY_DN31038_c0_g1_i2,Tcm_TRINITY_DN106798_c1_g1_i6
RBBH-6146,Tsi_TRINITY_DN550_c0_g1_i1,Tcm_TRINITY_DN94694_c0_g1_i1
RBBH-6147,Tsi_TRINITY_DN53552_c0_g1_i1,Tcm_TRINITY_DN97501_c0_g2_i1
RBBH-6148,Tsi_TRINITY_DN31049_c2_g10_i4,Tcm_TRINITY_DN103572_c7_g7_i3
RBBH-6149,Tsi_TRINITY_DN25635_c0_g2_i2,Tcm_TRINITY_DN91901_c0_g1_i3
RBBH-615,Tsi_TRINITY_DN16446_c0_g1_i2,Tcm_TRINITY_DN102643_c7_g1_i3
RBBH-6150,Tsi_TRINITY_DN3648_c0_g1_i1,Tcm_TRINITY_DN90706_c0_g1_i1
RBBH-6151,Tsi_TRINITY_DN49205_c0_g1_i1,Tcm_TRINITY_DN101042_c0_g1_i2
RBBH-6152,Tsi_TRINITY_DN30958_c3_g2_i2,Tcm_TRINITY_DN104443_c3_g4_i1
RBBH-6153,Tsi_TRINITY_DN30582_c0_g1_i2,Tcm_TRINITY_DN104281_c1_g1_i1
RBBH-6154,Tsi_TRINITY_DN25620_c2_g2_i1,Tcm_TRINITY_DN107904_c0_g2_i1
RBBH-6155,Tsi_TRINITY_DN65810_c0_g1_i1,Tcm_TRINITY_DN535_c0_g1_i1
RBBH-6156,Tsi_TRINITY_DN25555_c0_g1_i2,Tcm_TRINITY_DN106234_c1_g2_i1
RBBH-6157,Tsi_TRINITY_DN12612_c0_g1_i1,Tcm_TRINITY_DN88137_c0_g1_i1
RBBH-6158,Tsi_TRINITY_DN26061_c0_g1_i2,Tcm_TRINITY_DN107490_c0_g2_i6
RBBH-6159,Tsi_TRINITY_DN42928_c0_g1_i1,Tcm_TRINITY_DN88377_c1_g1_i1
RBBH-6160,Tsi_TRINITY_DN11398_c0_g1_i1,Tcm_TRINITY_DN94500_c0_g1_i2
RBBH-6161,Tsi_TRINITY_DN29268_c0_g1_i3,Tcm_TRINITY_DN107522_c4_g5_i3
RBBH-6162,Tsi_TRINITY_DN20357_c0_g2_i1,Tcm_TRINITY_DN102376_c1_g1_i1
RBBH-6163,Tsi_TRINITY_DN35122_c0_g1_i1,Tcm_TRINITY_DN98183_c8_g1_i1
RBBH-6164,Tsi_TRINITY_DN47349_c0_g1_i1,Tcm_TRINITY_DN125479_c0_g1_i1
RBBH-6165,Tsi_TRINITY_DN12310_c0_g1_i1,Tcm_TRINITY_DN79752_c0_g1_i1
RBBH-6168,Tsi_TRINITY_DN13457_c0_g3_i1,Tcm_TRINITY_DN90896_c0_g1_i1
RBBH-6169,Tsi_TRINITY_DN32033_c2_g1_i1,Tcm_TRINITY_DN90762_c1_g1_i1
RBBH-617,Tsi_TRINITY_DN6596_c0_g1_i1,Tcm_TRINITY_DN98365_c0_g1_i4
RBBH-6170,Tsi_TRINITY_DN54405_c0_g1_i1,Tcm_TRINITY_DN102412_c3_g1_i1
RBBH-6171,Tsi_TRINITY_DN59829_c0_g1_i1,Tcm_TRINITY_DN105113_c1_g3_i1
RBBH-6172,Tsi_TRINITY_DN66122_c0_g1_i1,Tcm_TRINITY_DN95098_c0_g2_i2
