Match_col,Tpa,Tge
RBBH-6740,Tpa_TRINITY_DN136053_c1_g1_i1,Tge_TRINITY_DN29319_c0_g1_i1
RBBH-6741,Tpa_TRINITY_DN134073_c1_g4_i2,Tge_TRINITY_DN45131_c0_g2_i1
RBBH-6742,Tpa_TRINITY_DN117365_c0_g1_i1,Tge_TRINITY_DN45376_c0_g1_i1
RBBH-6743,Tpa_TRINITY_DN133089_c2_g1_i1,Tge_TRINITY_DN36093_c0_g1_i1
RBBH-6744,Tpa_TRINITY_DN141149_c3_g1_i1,Tge_TRINITY_DN42227_c1_g1_i1
RBBH-6745,Tpa_TRINITY_DN139828_c1_g2_i6,Tge_TRINITY_DN47222_c0_g2_i1
RBBH-6746,Tpa_TRINITY_DN120587_c0_g1_i1,Tge_TRINITY_DN41729_c0_g1_i1
RBBH-6748,Tpa_TRINITY_DN136270_c0_g1_i2,Tge_TRINITY_DN40925_c0_g1_i1
RBBH-6749,Tpa_TRINITY_DN127836_c2_g1_i1,Tge_TRINITY_DN27995_c0_g1_i1
RBBH-675,Tpa_TRINITY_DN136116_c0_g2_i1,Tge_TRINITY_DN43556_c0_g1_i1
RBBH-6750,Tpa_TRINITY_DN122024_c3_g1_i1,Tge_TRINITY_DN45144_c0_g1_i1
RBBH-6751,Tpa_TRINITY_DN139986_c0_g2_i1,Tge_TRINITY_DN24063_c0_g1_i1
RBBH-6753,Tpa_TRINITY_DN142329_c2_g1_i1,Tge_TRINITY_DN48111_c6_g1_i1
RBBH-6754,Tpa_TRINITY_DN142523_c0_g1_i4,Tge_TRINITY_DN44468_c0_g1_i1
RBBH-6755,Tpa_TRINITY_DN133592_c0_g1_i1,Tge_TRINITY_DN37320_c0_g1_i1
RBBH-6756,Tpa_TRINITY_DN127671_c0_g1_i1,Tge_TRINITY_DN44806_c0_g1_i1
RBBH-6757,Tpa_TRINITY_DN128328_c0_g1_i3,Tge_TRINITY_DN47476_c1_g1_i1
RBBH-6758,Tpa_TRINITY_DN143028_c0_g1_i3,Tge_TRINITY_DN33840_c0_g1_i1
RBBH-6759,Tpa_TRINITY_DN133280_c4_g2_i3,Tge_TRINITY_DN41584_c4_g5_i1
RBBH-6760,Tpa_TRINITY_DN122973_c0_g1_i1,Tge_TRINITY_DN5809_c0_g1_i1
RBBH-6761,Tpa_TRINITY_DN139081_c0_g1_i1,Tge_TRINITY_DN44856_c0_g1_i1
RBBH-6762,Tpa_TRINITY_DN136531_c0_g1_i3,Tge_TRINITY_DN43945_c3_g1_i1
RBBH-6763,Tpa_TRINITY_DN141038_c0_g2_i4,Tge_TRINITY_DN37037_c0_g1_i1
RBBH-6764,Tpa_TRINITY_DN138505_c2_g1_i1,Tge_TRINITY_DN38707_c0_g1_i1
RBBH-6765,Tpa_TRINITY_DN140333_c0_g4_i1,Tge_TRINITY_DN38986_c0_g1_i1
RBBH-6766,Tpa_TRINITY_DN137220_c0_g1_i1,Tge_TRINITY_DN47621_c7_g2_i3
RBBH-6767,Tpa_TRINITY_DN121640_c1_g1_i2,Tge_TRINITY_DN45853_c1_g1_i8
RBBH-6768,Tpa_TRINITY_DN129864_c1_g1_i1,Tge_TRINITY_DN48000_c0_g3_i1
RBBH-6769,Tpa_TRINITY_DN140003_c0_g2_i1,Tge_TRINITY_DN47470_c4_g2_i1
RBBH-677,Tpa_TRINITY_DN122514_c0_g1_i3,Tge_TRINITY_DN36190_c0_g1_i1
RBBH-6770,Tpa_TRINITY_DN116777_c0_g5_i1,Tge_TRINITY_DN27222_c0_g1_i1
RBBH-6771,Tpa_TRINITY_DN125748_c3_g3_i2,Tge_TRINITY_DN12230_c0_g1_i1
RBBH-6773,Tpa_TRINITY_DN138292_c0_g6_i1,Tge_TRINITY_DN47839_c0_g2_i1
RBBH-6774,Tpa_TRINITY_DN142843_c0_g2_i1,Tge_TRINITY_DN47614_c0_g3_i1
RBBH-6776,Tpa_TRINITY_DN139470_c1_g5_i1,Tge_TRINITY_DN47858_c1_g1_i2
RBBH-6778,Tpa_TRINITY_DN143120_c3_g2_i6,Tge_TRINITY_DN46755_c10_g1_i4
RBBH-6779,Tpa_TRINITY_DN122174_c0_g1_i1,Tge_TRINITY_DN69284_c0_g1_i1
RBBH-678,Tpa_TRINITY_DN135816_c0_g2_i3,Tge_TRINITY_DN45683_c0_g1_i1
RBBH-6781,Tpa_TRINITY_DN123219_c0_g1_i1,Tge_TRINITY_DN36078_c0_g1_i1
RBBH-6782,Tpa_TRINITY_DN142498_c0_g1_i1,Tge_TRINITY_DN46954_c0_g2_i3
RBBH-6783,Tpa_TRINITY_DN133906_c3_g2_i1,Tge_TRINITY_DN4039_c0_g1_i1
RBBH-6784,Tpa_TRINITY_DN135462_c0_g1_i1,Tge_TRINITY_DN40112_c0_g1_i1
RBBH-6785,Tpa_TRINITY_DN130628_c1_g1_i1,Tge_TRINITY_DN33912_c0_g1_i1
RBBH-6786,Tpa_TRINITY_DN106628_c2_g1_i1,Tge_TRINITY_DN41670_c1_g1_i1
RBBH-6787,Tpa_TRINITY_DN120656_c0_g1_i3,Tge_TRINITY_DN45979_c18_g5_i1
RBBH-6788,Tpa_TRINITY_DN139308_c0_g3_i1,Tge_TRINITY_DN9883_c0_g1_i1
RBBH-6789,Tpa_TRINITY_DN125984_c0_g1_i2,Tge_TRINITY_DN48090_c6_g2_i1
RBBH-679,Tpa_TRINITY_DN142085_c1_g2_i1,Tge_TRINITY_DN44844_c0_g1_i1
RBBH-6790,Tpa_TRINITY_DN128433_c2_g1_i3,Tge_TRINITY_DN48163_c5_g1_i1
RBBH-6791,Tpa_TRINITY_DN107684_c1_g1_i1,Tge_TRINITY_DN72876_c0_g1_i1
RBBH-6792,Tpa_TRINITY_DN135076_c8_g5_i1,Tge_TRINITY_DN36092_c0_g1_i1
RBBH-6793,Tpa_TRINITY_DN122746_c0_g2_i1,Tge_TRINITY_DN75567_c0_g1_i1
RBBH-6794,Tpa_TRINITY_DN123352_c0_g1_i1,Tge_TRINITY_DN35717_c0_g1_i1
RBBH-6796,Tpa_TRINITY_DN142966_c5_g3_i4,Tge_TRINITY_DN47536_c0_g2_i4
RBBH-6797,Tpa_TRINITY_DN129615_c0_g2_i4,Tge_TRINITY_DN38631_c0_g2_i2
RBBH-6798,Tpa_TRINITY_DN128847_c3_g2_i2,Tge_TRINITY_DN51461_c0_g1_i1
RBBH-6799,Tpa_TRINITY_DN127475_c0_g1_i1,Tge_TRINITY_DN5475_c0_g1_i1
RBBH-68,Tpa_TRINITY_DN141293_c0_g1_i2,Tge_TRINITY_DN19294_c0_g1_i1
RBBH-680,Tpa_TRINITY_DN124769_c0_g1_i2,Tge_TRINITY_DN5_c0_g2_i1
RBBH-6800,Tpa_TRINITY_DN131307_c1_g1_i1,Tge_TRINITY_DN44561_c3_g4_i1
RBBH-6802,Tpa_TRINITY_DN128076_c0_g1_i1,Tge_TRINITY_DN57497_c0_g1_i1
RBBH-6803,Tpa_TRINITY_DN139895_c0_g8_i1,Tge_TRINITY_DN46650_c2_g1_i1
RBBH-6804,Tpa_TRINITY_DN112902_c0_g1_i2,Tge_TRINITY_DN44275_c1_g3_i1
RBBH-6805,Tpa_TRINITY_DN114736_c0_g1_i1,Tge_TRINITY_DN8771_c0_g1_i1
RBBH-6806,Tpa_TRINITY_DN136305_c0_g2_i9,Tge_TRINITY_DN37787_c0_g2_i1
RBBH-6807,Tpa_TRINITY_DN132450_c0_g1_i4,Tge_TRINITY_DN36073_c0_g1_i1
RBBH-6808,Tpa_TRINITY_DN125271_c0_g1_i1,Tge_TRINITY_DN49581_c0_g1_i1
RBBH-6809,Tpa_TRINITY_DN136455_c0_g1_i1,Tge_TRINITY_DN46232_c0_g1_i1
RBBH-681,Tpa_TRINITY_DN134932_c1_g1_i2,Tge_TRINITY_DN38599_c0_g1_i1
RBBH-6810,Tpa_TRINITY_DN141671_c0_g1_i2,Tge_TRINITY_DN44821_c6_g2_i1
RBBH-6811,Tpa_TRINITY_DN134873_c0_g6_i3,Tge_TRINITY_DN44397_c0_g1_i3
RBBH-6812,Tpa_TRINITY_DN142191_c0_g3_i2,Tge_TRINITY_DN45349_c2_g2_i3
RBBH-6814,Tpa_TRINITY_DN119356_c0_g1_i1,Tge_TRINITY_DN25774_c0_g1_i1
RBBH-6815,Tpa_TRINITY_DN122193_c1_g1_i4,Tge_TRINITY_DN46656_c0_g2_i2
RBBH-6816,Tpa_TRINITY_DN106195_c0_g1_i1,Tge_TRINITY_DN13550_c0_g1_i1
RBBH-6817,Tpa_TRINITY_DN142835_c1_g1_i3,Tge_TRINITY_DN45415_c0_g2_i1
RBBH-6819,Tpa_TRINITY_DN116438_c0_g1_i1,Tge_TRINITY_DN23039_c0_g1_i1
RBBH-682,Tpa_TRINITY_DN142302_c1_g1_i1,Tge_TRINITY_DN45694_c2_g2_i1
RBBH-6820,Tpa_TRINITY_DN138446_c0_g4_i1,Tge_TRINITY_DN43563_c0_g2_i1
RBBH-6821,Tpa_TRINITY_DN130344_c3_g1_i1,Tge_TRINITY_DN41861_c0_g2_i1
RBBH-6822,Tpa_TRINITY_DN139392_c4_g1_i1,Tge_TRINITY_DN47508_c10_g2_i1
RBBH-6823,Tpa_TRINITY_DN133657_c0_g3_i4,Tge_TRINITY_DN45366_c0_g2_i1
RBBH-6824,Tpa_TRINITY_DN132011_c1_g1_i2,Tge_TRINITY_DN17642_c0_g2_i1
RBBH-6825,Tpa_TRINITY_DN63750_c0_g1_i1,Tge_TRINITY_DN53170_c0_g1_i1
RBBH-6826,Tpa_TRINITY_DN142446_c1_g1_i4,Tge_TRINITY_DN45179_c0_g1_i1
RBBH-6827,Tpa_TRINITY_DN131072_c1_g5_i2,Tge_TRINITY_DN43168_c0_g2_i2
RBBH-6828,Tpa_TRINITY_DN139810_c0_g1_i3,Tge_TRINITY_DN37553_c0_g1_i2
RBBH-6830,Tpa_TRINITY_DN141232_c0_g1_i1,Tge_TRINITY_DN46511_c0_g1_i1
RBBH-6831,Tpa_TRINITY_DN116260_c0_g1_i1,Tge_TRINITY_DN18643_c0_g1_i1
RBBH-6832,Tpa_TRINITY_DN132864_c0_g2_i2,Tge_TRINITY_DN42611_c0_g1_i1
RBBH-6833,Tpa_TRINITY_DN137385_c0_g3_i1,Tge_TRINITY_DN47183_c3_g1_i1
RBBH-6835,Tpa_TRINITY_DN134171_c0_g7_i2,Tge_TRINITY_DN23611_c0_g1_i1
RBBH-6836,Tpa_TRINITY_DN140933_c0_g1_i1,Tge_TRINITY_DN10554_c0_g1_i1
RBBH-6837,Tpa_TRINITY_DN102770_c0_g1_i1,Tge_TRINITY_DN5038_c0_g1_i1
RBBH-6838,Tpa_TRINITY_DN132503_c0_g1_i3,Tge_TRINITY_DN18528_c0_g2_i1
RBBH-6839,Tpa_TRINITY_DN132628_c0_g1_i3,Tge_TRINITY_DN42769_c0_g2_i1
RBBH-684,Tpa_TRINITY_DN115327_c0_g1_i2,Tge_TRINITY_DN32753_c0_g1_i1
RBBH-6840,Tpa_TRINITY_DN140832_c1_g3_i3,Tge_TRINITY_DN29197_c0_g1_i1
RBBH-6841,Tpa_TRINITY_DN132662_c0_g2_i2,Tge_TRINITY_DN22103_c0_g1_i1
RBBH-6843,Tpa_TRINITY_DN121452_c0_g1_i2,Tge_TRINITY_DN33770_c0_g1_i1
RBBH-6844,Tpa_TRINITY_DN111518_c0_g1_i1,Tge_TRINITY_DN64161_c0_g1_i1
RBBH-6845,Tpa_TRINITY_DN128806_c1_g2_i2,Tge_TRINITY_DN11508_c0_g1_i1
RBBH-6846,Tpa_TRINITY_DN122812_c0_g1_i2,Tge_TRINITY_DN11928_c0_g1_i1
RBBH-6847,Tpa_TRINITY_DN131363_c3_g3_i2,Tge_TRINITY_DN39942_c0_g1_i3
RBBH-6848,Tpa_TRINITY_DN142320_c0_g7_i1,Tge_TRINITY_DN47898_c7_g1_i1
RBBH-6849,Tpa_TRINITY_DN129175_c0_g1_i3,Tge_TRINITY_DN36918_c0_g1_i1
RBBH-685,Tpa_TRINITY_DN104633_c0_g1_i1,Tge_TRINITY_DN45670_c0_g1_i1
RBBH-6850,Tpa_TRINITY_DN118671_c0_g1_i1,Tge_TRINITY_DN15283_c0_g1_i1
RBBH-6851,Tpa_TRINITY_DN131201_c0_g1_i2,Tge_TRINITY_DN38296_c0_g1_i2
RBBH-6852,Tpa_TRINITY_DN142339_c1_g3_i1,Tge_TRINITY_DN54793_c0_g1_i1
RBBH-6853,Tpa_TRINITY_DN110111_c1_g1_i1,Tge_TRINITY_DN9985_c0_g1_i1
RBBH-6855,Tpa_TRINITY_DN140570_c2_g4_i1,Tge_TRINITY_DN45516_c0_g1_i5
RBBH-6856,Tpa_TRINITY_DN98936_c0_g1_i1,Tge_TRINITY_DN12433_c0_g1_i1
RBBH-6857,Tpa_TRINITY_DN132394_c7_g3_i1,Tge_TRINITY_DN45508_c0_g1_i1
RBBH-6859,Tpa_TRINITY_DN138535_c5_g1_i2,Tge_TRINITY_DN20412_c0_g1_i1
RBBH-686,Tpa_TRINITY_DN119518_c1_g2_i2,Tge_TRINITY_DN25048_c0_g1_i1
RBBH-6860,Tpa_TRINITY_DN95700_c0_g1_i1,Tge_TRINITY_DN17415_c0_g2_i1
RBBH-6861,Tpa_TRINITY_DN121031_c0_g1_i1,Tge_TRINITY_DN65422_c0_g1_i1
RBBH-6862,Tpa_TRINITY_DN141445_c1_g1_i1,Tge_TRINITY_DN35589_c0_g1_i1
RBBH-6863,Tpa_TRINITY_DN127202_c0_g1_i3,Tge_TRINITY_DN48101_c6_g1_i3
RBBH-6864,Tpa_TRINITY_DN142897_c0_g1_i1,Tge_TRINITY_DN46278_c0_g1_i1
RBBH-6865,Tpa_TRINITY_DN143069_c1_g1_i2,Tge_TRINITY_DN45711_c3_g3_i4
RBBH-6867,Tpa_TRINITY_DN131167_c0_g6_i3,Tge_TRINITY_DN31073_c0_g1_i2
RBBH-6868,Tpa_TRINITY_DN127790_c0_g1_i1,Tge_TRINITY_DN31496_c0_g1_i1
RBBH-6869,Tpa_TRINITY_DN136044_c6_g5_i1,Tge_TRINITY_DN47707_c7_g1_i1
RBBH-687,Tpa_TRINITY_DN128725_c5_g1_i1,Tge_TRINITY_DN43754_c0_g1_i1
RBBH-6870,Tpa_TRINITY_DN115991_c1_g6_i1,Tge_TRINITY_DN44202_c0_g1_i2
RBBH-6871,Tpa_TRINITY_DN109578_c1_g4_i1,Tge_TRINITY_DN39213_c0_g2_i1
RBBH-6872,Tpa_TRINITY_DN116022_c1_g1_i2,Tge_TRINITY_DN49063_c0_g1_i1
RBBH-6873,Tpa_TRINITY_DN135181_c0_g5_i1,Tge_TRINITY_DN46907_c7_g3_i1
RBBH-6874,Tpa_TRINITY_DN139510_c0_g1_i1,Tge_TRINITY_DN14050_c0_g1_i1
RBBH-6876,Tpa_TRINITY_DN121800_c0_g1_i2,Tge_TRINITY_DN80061_c0_g1_i1
RBBH-6877,Tpa_TRINITY_DN107173_c0_g2_i1,Tge_TRINITY_DN77332_c0_g1_i1
RBBH-6878,Tpa_TRINITY_DN135761_c0_g1_i3,Tge_TRINITY_DN41543_c0_g1_i3
RBBH-6879,Tpa_TRINITY_DN143419_c4_g3_i4,Tge_TRINITY_DN46860_c0_g2_i1
RBBH-688,Tpa_TRINITY_DN42457_c0_g1_i1,Tge_TRINITY_DN5869_c0_g1_i1
RBBH-6880,Tpa_TRINITY_DN142439_c0_g1_i1,Tge_TRINITY_DN45830_c0_g1_i1
RBBH-6881,Tpa_TRINITY_DN127693_c0_g2_i1,Tge_TRINITY_DN36572_c0_g1_i1
RBBH-6882,Tpa_TRINITY_DN107191_c0_g1_i1,Tge_TRINITY_DN39714_c0_g1_i1
RBBH-6883,Tpa_TRINITY_DN139779_c0_g1_i1,Tge_TRINITY_DN32397_c0_g1_i1
RBBH-6884,Tpa_TRINITY_DN127121_c11_g1_i4,Tge_TRINITY_DN47866_c9_g3_i1
RBBH-6885,Tpa_TRINITY_DN104840_c0_g1_i1,Tge_TRINITY_DN25739_c0_g1_i1
RBBH-6887,Tpa_TRINITY_DN128656_c2_g1_i1,Tge_TRINITY_DN44975_c1_g1_i2
RBBH-6889,Tpa_TRINITY_DN111402_c1_g2_i1,Tge_TRINITY_DN23282_c0_g1_i1
RBBH-689,Tpa_TRINITY_DN116143_c0_g1_i1,Tge_TRINITY_DN16889_c0_g1_i1
RBBH-6890,Tpa_TRINITY_DN123763_c0_g1_i1,Tge_TRINITY_DN61471_c0_g1_i1
RBBH-6891,Tpa_TRINITY_DN135417_c0_g3_i2,Tge_TRINITY_DN15628_c0_g1_i1
RBBH-6892,Tpa_TRINITY_DN112976_c0_g1_i1,Tge_TRINITY_DN40663_c0_g1_i1
RBBH-6894,Tpa_TRINITY_DN135644_c2_g1_i4,Tge_TRINITY_DN46528_c1_g1_i4
RBBH-6895,Tpa_TRINITY_DN119766_c1_g1_i2,Tge_TRINITY_DN73605_c0_g1_i1
RBBH-6896,Tpa_TRINITY_DN136603_c0_g2_i1,Tge_TRINITY_DN28320_c0_g1_i1
RBBH-6897,Tpa_TRINITY_DN132982_c1_g1_i3,Tge_TRINITY_DN42119_c0_g1_i1
RBBH-6898,Tpa_TRINITY_DN113491_c1_g1_i1,Tge_TRINITY_DN47409_c1_g1_i1
RBBH-6899,Tpa_TRINITY_DN123261_c0_g1_i1,Tge_TRINITY_DN9328_c0_g1_i1
RBBH-69,Tpa_TRINITY_DN113772_c0_g1_i1,Tge_TRINITY_DN67312_c0_g1_i1
RBBH-690,Tpa_TRINITY_DN131446_c1_g2_i2,Tge_TRINITY_DN19664_c0_g1_i1
RBBH-6900,Tpa_TRINITY_DN141992_c1_g5_i1,Tge_TRINITY_DN46515_c0_g1_i1
RBBH-6902,Tpa_TRINITY_DN92305_c0_g1_i1,Tge_TRINITY_DN76787_c0_g1_i1
RBBH-6903,Tpa_TRINITY_DN135222_c0_g1_i1,Tge_TRINITY_DN30388_c0_g1_i1
RBBH-6904,Tpa_TRINITY_DN138301_c0_g4_i1,Tge_TRINITY_DN42670_c0_g2_i1
RBBH-6906,Tpa_TRINITY_DN118878_c0_g1_i3,Tge_TRINITY_DN6321_c0_g2_i1
RBBH-6907,Tpa_TRINITY_DN129654_c0_g5_i2,Tge_TRINITY_DN38865_c0_g1_i1
RBBH-6908,Tpa_TRINITY_DN105866_c0_g1_i1,Tge_TRINITY_DN570_c0_g1_i1
RBBH-6909,Tpa_TRINITY_DN143481_c1_g1_i2,Tge_TRINITY_DN47709_c0_g1_i4
RBBH-691,Tpa_TRINITY_DN141479_c5_g3_i2,Tge_TRINITY_DN48041_c8_g7_i1
RBBH-6910,Tpa_TRINITY_DN122316_c0_g1_i3,Tge_TRINITY_DN45124_c0_g1_i6
RBBH-6913,Tpa_TRINITY_DN141189_c0_g2_i6,Tge_TRINITY_DN23203_c0_g2_i1
RBBH-6915,Tpa_TRINITY_DN142473_c1_g1_i1,Tge_TRINITY_DN42964_c0_g1_i1
RBBH-6916,Tpa_TRINITY_DN142091_c1_g2_i4,Tge_TRINITY_DN47747_c0_g5_i5
RBBH-6917,Tpa_TRINITY_DN135012_c0_g1_i1,Tge_TRINITY_DN44408_c0_g1_i1
RBBH-6918,Tpa_TRINITY_DN133150_c4_g8_i1,Tge_TRINITY_DN47941_c4_g3_i1
RBBH-6919,Tpa_TRINITY_DN127304_c1_g1_i1,Tge_TRINITY_DN47097_c8_g1_i1
RBBH-692,Tpa_TRINITY_DN121024_c0_g1_i1,Tge_TRINITY_DN45688_c0_g1_i1
RBBH-6920,Tpa_TRINITY_DN96319_c0_g1_i1,Tge_TRINITY_DN20599_c0_g1_i1
RBBH-6921,Tpa_TRINITY_DN130638_c0_g1_i1,Tge_TRINITY_DN46488_c0_g1_i1
RBBH-6922,Tpa_TRINITY_DN127462_c0_g1_i2,Tge_TRINITY_DN72683_c0_g1_i1
RBBH-6923,Tpa_TRINITY_DN134686_c0_g1_i1,Tge_TRINITY_DN38952_c0_g1_i1
RBBH-6924,Tpa_TRINITY_DN142387_c1_g12_i1,Tge_TRINITY_DN80657_c0_g1_i1
RBBH-6925,Tpa_TRINITY_DN139387_c0_g2_i2,Tge_TRINITY_DN39812_c0_g1_i2
RBBH-6926,Tpa_TRINITY_DN121953_c1_g1_i2,Tge_TRINITY_DN44411_c0_g1_i1
RBBH-6927,Tpa_TRINITY_DN125081_c0_g1_i1,Tge_TRINITY_DN62762_c0_g1_i1
RBBH-6928,Tpa_TRINITY_DN119606_c0_g1_i1,Tge_TRINITY_DN30081_c1_g1_i1
RBBH-6929,Tpa_TRINITY_DN136066_c0_g1_i1,Tge_TRINITY_DN41682_c0_g1_i1
RBBH-693,Tpa_TRINITY_DN84339_c0_g1_i1,Tge_TRINITY_DN52627_c0_g1_i1
RBBH-6930,Tpa_TRINITY_DN142632_c4_g1_i2,Tge_TRINITY_DN46930_c1_g1_i5
RBBH-6931,Tpa_TRINITY_DN125057_c6_g3_i1,Tge_TRINITY_DN47402_c0_g2_i1
RBBH-6932,Tpa_TRINITY_DN126950_c3_g1_i1,Tge_TRINITY_DN6356_c0_g1_i1
RBBH-6933,Tpa_TRINITY_DN128262_c0_g2_i2,Tge_TRINITY_DN34362_c0_g1_i1
RBBH-6935,Tpa_TRINITY_DN125859_c1_g5_i1,Tge_TRINITY_DN33870_c0_g1_i2
RBBH-6936,Tpa_TRINITY_DN127433_c3_g1_i2,Tge_TRINITY_DN43356_c1_g2_i1
RBBH-6937,Tpa_TRINITY_DN138139_c2_g1_i5,Tge_TRINITY_DN37362_c0_g1_i1
RBBH-6938,Tpa_TRINITY_DN131239_c1_g5_i2,Tge_TRINITY_DN37272_c0_g1_i1
RBBH-6939,Tpa_TRINITY_DN110149_c0_g1_i1,Tge_TRINITY_DN28904_c0_g1_i1
RBBH-694,Tpa_TRINITY_DN143306_c0_g3_i1,Tge_TRINITY_DN44946_c0_g2_i1
RBBH-6940,Tpa_TRINITY_DN133909_c0_g1_i8,Tge_TRINITY_DN30701_c0_g1_i1
RBBH-6942,Tpa_TRINITY_DN122966_c0_g2_i2,Tge_TRINITY_DN40782_c0_g1_i1
RBBH-6944,Tpa_TRINITY_DN142208_c4_g1_i1,Tge_TRINITY_DN79562_c0_g1_i1
RBBH-6945,Tpa_TRINITY_DN139801_c1_g3_i1,Tge_TRINITY_DN29454_c0_g1_i1
RBBH-6947,Tpa_TRINITY_DN142895_c0_g1_i1,Tge_TRINITY_DN43526_c0_g2_i1
RBBH-6948,Tpa_TRINITY_DN135357_c1_g2_i1,Tge_TRINITY_DN45842_c8_g1_i1
RBBH-695,Tpa_TRINITY_DN119345_c0_g1_i1,Tge_TRINITY_DN65082_c0_g1_i1
RBBH-6950,Tpa_TRINITY_DN135359_c0_g1_i2,Tge_TRINITY_DN37173_c0_g1_i2
RBBH-6951,Tpa_TRINITY_DN77655_c0_g1_i1,Tge_TRINITY_DN48437_c0_g1_i1
RBBH-6952,Tpa_TRINITY_DN141469_c1_g3_i2,Tge_TRINITY_DN46872_c1_g1_i1
RBBH-6953,Tpa_TRINITY_DN142044_c0_g8_i3,Tge_TRINITY_DN46564_c3_g1_i1
RBBH-6954,Tpa_TRINITY_DN109390_c1_g1_i1,Tge_TRINITY_DN49731_c0_g1_i1
RBBH-6955,Tpa_TRINITY_DN139515_c2_g2_i2,Tge_TRINITY_DN45676_c4_g12_i1
RBBH-6956,Tpa_TRINITY_DN122530_c0_g1_i1,Tge_TRINITY_DN29203_c0_g1_i1
RBBH-6957,Tpa_TRINITY_DN133460_c0_g2_i3,Tge_TRINITY_DN19474_c0_g1_i1
RBBH-6958,Tpa_TRINITY_DN116053_c0_g1_i1,Tge_TRINITY_DN30088_c0_g2_i1
RBBH-6959,Tpa_TRINITY_DN134155_c0_g1_i1,Tge_TRINITY_DN11243_c0_g1_i1
RBBH-696,Tpa_TRINITY_DN142146_c0_g6_i3,Tge_TRINITY_DN34206_c0_g1_i1
RBBH-6960,Tpa_TRINITY_DN125647_c0_g1_i1,Tge_TRINITY_DN18161_c0_g1_i1
RBBH-6961,Tpa_TRINITY_DN125434_c3_g3_i1,Tge_TRINITY_DN45160_c0_g2_i1
RBBH-6964,Tpa_TRINITY_DN123025_c0_g1_i1,Tge_TRINITY_DN11483_c0_g1_i1
RBBH-6965,Tpa_TRINITY_DN118338_c0_g2_i1,Tge_TRINITY_DN9785_c0_g1_i1
RBBH-6966,Tpa_TRINITY_DN119566_c0_g1_i1,Tge_TRINITY_DN56295_c0_g1_i1
RBBH-6967,Tpa_TRINITY_DN133736_c1_g1_i3,Tge_TRINITY_DN44065_c0_g1_i1
RBBH-6968,Tpa_TRINITY_DN120116_c0_g2_i1,Tge_TRINITY_DN41059_c0_g1_i1
RBBH-6969,Tpa_TRINITY_DN119424_c1_g2_i1,Tge_TRINITY_DN47012_c5_g2_i1
RBBH-697,Tpa_TRINITY_DN129556_c0_g1_i1,Tge_TRINITY_DN33976_c1_g1_i1
RBBH-6970,Tpa_TRINITY_DN116246_c0_g1_i1,Tge_TRINITY_DN27695_c0_g2_i1
RBBH-6971,Tpa_TRINITY_DN125523_c0_g2_i1,Tge_TRINITY_DN25022_c0_g1_i1
RBBH-6973,Tpa_TRINITY_DN127844_c0_g2_i1,Tge_TRINITY_DN43353_c0_g1_i1
RBBH-6974,Tpa_TRINITY_DN123213_c2_g1_i1,Tge_TRINITY_DN45847_c4_g3_i1
RBBH-6975,Tpa_TRINITY_DN138319_c0_g1_i1,Tge_TRINITY_DN43917_c0_g1_i1
RBBH-6976,Tpa_TRINITY_DN133960_c0_g3_i2,Tge_TRINITY_DN40804_c0_g1_i2
RBBH-6977,Tpa_TRINITY_DN120151_c0_g1_i1,Tge_TRINITY_DN79549_c0_g1_i1
RBBH-6978,Tpa_TRINITY_DN132252_c1_g1_i2,Tge_TRINITY_DN42156_c0_g1_i1
RBBH-6979,Tpa_TRINITY_DN124800_c0_g1_i1,Tge_TRINITY_DN48007_c5_g5_i2
RBBH-698,Tpa_TRINITY_DN142041_c0_g1_i1,Tge_TRINITY_DN66487_c0_g1_i1
RBBH-6980,Tpa_TRINITY_DN143370_c0_g1_i1,Tge_TRINITY_DN47899_c0_g1_i4
RBBH-6981,Tpa_TRINITY_DN113086_c0_g2_i1,Tge_TRINITY_DN24586_c0_g1_i1
RBBH-6982,Tpa_TRINITY_DN134844_c3_g2_i5,Tge_TRINITY_DN42216_c2_g2_i2
RBBH-6983,Tpa_TRINITY_DN142126_c1_g2_i2,Tge_TRINITY_DN8410_c0_g1_i1
RBBH-6984,Tpa_TRINITY_DN129437_c0_g1_i5,Tge_TRINITY_DN34856_c0_g2_i1
RBBH-6985,Tpa_TRINITY_DN138045_c0_g1_i1,Tge_TRINITY_DN30974_c0_g1_i1
RBBH-6986,Tpa_TRINITY_DN130467_c1_g1_i2,Tge_TRINITY_DN23851_c0_g1_i1
RBBH-6987,Tpa_TRINITY_DN141859_c0_g1_i4,Tge_TRINITY_DN46035_c3_g3_i3
RBBH-6988,Tpa_TRINITY_DN131182_c3_g8_i2,Tge_TRINITY_DN46509_c1_g9_i1
RBBH-6989,Tpa_TRINITY_DN138073_c0_g1_i3,Tge_TRINITY_DN39672_c0_g2_i1
RBBH-699,Tpa_TRINITY_DN143446_c8_g4_i1,Tge_TRINITY_DN48202_c2_g4_i1
RBBH-6990,Tpa_TRINITY_DN136956_c0_g1_i3,Tge_TRINITY_DN4200_c0_g2_i1
RBBH-6991,Tpa_TRINITY_DN140393_c1_g1_i2,Tge_TRINITY_DN21832_c0_g1_i1
RBBH-6993,Tpa_TRINITY_DN131848_c0_g1_i1,Tge_TRINITY_DN40024_c0_g1_i1
